IDENTIFICADOR,NOMBRE_OBRA,BLOQUE_MUNDIAL,CLAVE_EJE,NOMBRE_EJE,PROGRAMA,CLAVE_PROGRAMA,DG,ORIGEN DEL COMPROMISO,YEAR,FECHA ACTUALIZACION,USUARIO ACTUALIZACION,FECHA INAUGURACION,MOTIVO CANCELACION,ESTATUS,AVANCE REAL,RESPONSABLE_DG,TIPO,SUPERFICIE_M2,MATERIAL,OBSERVACIONES,SEGUIMIENTO,geom,URL DE GOOGLE MAPS,CALLE/DOMICILIO,ALCALDIA,COLONIA,clave_unica,id,estatus_registro,motivo_baja,observaciones_baja,fecha_baja,usuario_baja,creado_por,fecha_creacion
09DST0036O,ESCUELA SECUNDARIA TECNICA 36,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,AUTORIDAD EDUCATIVA,2025,2026-06-10 18:08:23.687,actualizacion_dgcop,,,EN PROCESO,78.0,LUIS PEREZ,SECUNDARIA,,,,DGCOP,0101000020E61000005BEECC04C3C658C02D077AA86D6B3340,https://maps.app.goo.gl/qKM2QPzaPpD3gCwu9,6 DE GENARGO GARCIA,VENUSTIANO CARRANZA,JARDIN BALBUENA I,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_TECNICA_36_09DST0036O_09DST0036O,2868,ACTIVO,,,,,,
09DST0020N,ESCUELA SECUNDARIA TECNICA 20,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 18:10:44.682,actualizacion_dgcop,,,EN PROCESO,71.0,LUIS PEREZ,SECUNDARIA,,,,DGCOP,0101000020E6100000D13E56F0DBC358C0452DCDAD106A3340,https://maps.app.goo.gl/Afx2gDjbGaRrVPpH8,CALLE 5,IZTACALCO,PANTITLAN II,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_TECNICA_20_09DST0020N_09DST0020N,2863,ACTIVO,,,,,,
1,ESTACION CALLE 6- LINEA 4,,MOVILIDAD,OBRAS QUE TRANSFORMAN LA MOVILIDAD SUSTENTABLE,METROBUS,METROBUS,DGCOP,OBRAS EN GENERAL,2024,,,,,TERMINADO,100.0,LUIS PEREZ,ESTACION METROBUS,,,,DGCOP,0101000020E610000052635105BAC358C0CD3247B1AE6B3340,"https://www.google.com/maps/place/R%C3%ADo+Churubusco+%26+Calle+6/@19.4206175,-99.0580509,538m/data=!3m1!1e3!4m6!3m5!1s0x85d1fc621407e13d:0x305ed177a3b4d040!8m2!3d19.42066!4d-99.05815!16s%2Fg%2F11vs_ckqpl!5m1!1e2?authuser=0&entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",AV. CHIMALHUACAN,IZTACALCO,PANTITLAN II,PLATSOBSE_DGCOP_SIN_PROG_ESTACION_METROBUS_1,3937,ACTIVO,,,,,,
09DJN0139I,KANTUNIL,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 17:31:31.818,actualizacion_dgcop,,,EN PROCESO,92.0,LUIS PEREZ,PREESCOLAR,,,,DGCOP,0101000020E610000074EB353D28CF58C092770E65A8463340,https://maps.app.goo.gl/Tb2aPso2KunpL2n37,AV MANI 204,TLALPAN,PEDREGAL DE SN NICOLAS 4A SECC I,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_KANTUNIL_09DJN0139I_09DJN0139I,2864,ACTIVO,,,,,,
09DPR2025K,ENRIQUE C. REBSAMEN,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-03 18:58:23.313,actualizacion_dgcop,,,TERMINADO,100.0,LUIS PEREZ,PRIMARIA,,,,DGCOP,0101000020E6100000EBE2361AC0C058C07C7BD7A02F413340,https://maps.app.goo.gl/onkRFjwYHbtRC9ry9,IGNACIO ZARAGOZA,XOCHIMILCO,SANTIAGO TULYEHUALCO (PBLO),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ENRIQUE_C_REBSAMEN_09DPR2025K_09DPR2025K,2859,ACTIVO,,,,,,
09DPR2495B,PROFRA. ELMIRA ROCHA GARCIA,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 17:52:12.449,actualizacion_dgcop,,,EN PROCESO,88.1,LUIS PEREZ,PRIMARIA,,,,DGCOP,0101000020E6100000F7065F984CCD58C04B598638D6813340,https://maps.app.goo.gl/FnJ2JPPzV1ZiDkth9,OSA MAYOR,AZCAPOTZALCO,EL ROSARIO C (U HAB),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_PROFRA_ELMIRA_ROCHA_GARCIA_09DPR2495B_09DPR2495B,2818,ACTIVO,,,,,,
09DJN1222O,CUICACALLI,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 18:10:55.532,actualizacion_dgcop,,,EN PROCESO,68.11,LUIS PEREZ,PREESCOLAR,,,,DGCOP,0101000020E61000004260E5D022C458C0D61BB5C2F4413340,https://maps.app.goo.gl/oSCviPMbXJYAn42n8,EMILIANO ZAPATA,XOCHIMILCO,SAN GREGORIO ATLAPULCO (PBLO),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_CUICACALLI_09DJN1222O_09DJN1222O,2852,ACTIVO,,,,,,
09DES0338R,ESCUELA SECUNDARIA DIURNA JUAN ALVAREZ,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 18:19:30.975,actualizacion_dgcop,,,EN PROCESO,70.06,LUIS PEREZ,SECUNDARIA,,,,DGCOP,0101000020E6100000C43E011423C458C025B37A87DB413340,https://maps.app.goo.gl/sg8XDezu4Q6GRnjZ8,GUSTAVO DIAZ ORDAZ,XOCHIMILCO,SAN GREGORIO ATLAPULCO (PBLO),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_DIURNA_JUAN_ALVAREZ_09DES0338R_09DES0338R,2862,ACTIVO,,,,,,
09DJN1090N,ENRIQUE DUNANT,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 18:24:28.368,actualizacion_dgcop,,,EN PROCESO,49.48,LUIS PEREZ,PREESCOLAR,,,,DGCOP,0101000020E6100000C7293A92CBC958C092B245D26E8C3340,https://maps.app.goo.gl/aAraTagHf54Hiqen7,GUADALUPE,GUSTAVO A. MADERO,CHALMA DE GUADALUPE II,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ENRIQUE_DUNANT_09DJN1090N_09DJN1090N,2861,ACTIVO,,,,,,
198,198 CALZ. VALLEJO,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,LUIS PEREZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E6100000CD58349D9DCA58C0C3B645990D863340,https://maps.app.goo.gl/yJRZsDvD9xhudWhPA,"ATHLETIC FIELD, SANTA ROSA, 07630 CIUDAD DE MÉXICO, CDMX",GUSTAVO A. MADERO,SAN JOSE DE LA ESCALERA,PLATSOBSE_DGCOP_BALON_BARRIO_198_CALZ_VALLEJO_198,2472,ACTIVO,,,,,,
259,259 AV LEON DE LOS ALMADA Y OTUMBA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOT,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,LUIS PEREZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E6100000BF654E97C5C458C0AA436E861B803340,https://maps.app.goo.gl/YJQ5gC88PUUJtTmU8,AV. LEÓN DE LOS ALDAMA Y OTUMBA,GUSTAVO A. MADERO,SAN FELIPE DE JESUS,PLATSOBSE_DGOT_BALON_BARRIO_259_AV_LEON_DE_LOS_ALMADA_Y_OTUMBA_259,2474,ACTIVO,,,,,,
16,PLUTARCO ELIAS CALLLES,,ECONOMIA,OBRAS QUE TRANSFORMAN LA ECONOMIA LOCAL Y FOMENTAN EL EMPLEO,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),CAP_LLUVIA_MERC,DGCOP,GABINETE,2025,,,,,TERMINADO,100.0,LUIS PEREZ,MERCADO,,,,DGCOP,0101000020E6100000EC4FE27327CC58C08FC360FE0A693340,https://maps.app.goo.gl/Q63ifvNfcnpg5EE79,GOBERNADOR JOSE CEBALLOS,MIGUEL HIDALGO,SAN MIGUEL CHAPULTEPEC I,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_PLUTARCO_ELIAS_CALLLES_16,3119,ACTIVO,,,,,,
123,123 EL COLISEO,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGSUS,OBRAS DEL MUNDIAL,2026,2026-05-13 19:02:30.015,actualizacion_dgpest,2026-03-31,,INAUGURADA,100.0,LUIS PEREZ,FUTBOL 7,1750.0,PASTO SINTETICO,,DGPEST,0101000020E6100000C971A774B0C058C0D2E0B6B6F0603340,https://maps.app.goo.gl/TTBSAHriCB9E6PzF7,"AV. TEXCOCO MZ 192-LT 1, ZONA URBANA EJIDAL SANTA MARTHA ACATITLA NTE., IZTAPALAPA, 09140 CIUDAD DE MÉXICO, CDMX",IZTAPALAPA,SANTA MARTHA ACATITLA NORTE,PLATSOBSE_DGSUS_BALON_BARRIO_123_EL_COLISEO_123,2480,ACTIVO,,,,,,
09DST0083Z,ESCUELA SECUNDARIA TECNICA 83,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-03 18:32:04.911,actualizacion_dgcop,,,TERMINADO,100.0,LUIS PEREZ,SECUNDARIA,,,,DGCOP,0101000020E61000001A36CAFACDC358C08CBAD6DEA7663340,https://maps.app.goo.gl/LUiM7XikbKfsk2Sv5,AV PUEBLA,IZTACALCO,PANTITLAN V,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_TECNICA_83_09DST0083Z_09DST0083Z,2876,ACTIVO,,,,,,
09DST0040A,ESCUELA SECUNDARIA TECNICA 40,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,AUTORIDAD EDUCATIVA FEDERAL,2025,2026-06-10 18:05:15.343,actualizacion_dgcop,,,EN PROCESO,90.0,LUIS PEREZ,SECUNDARIA,,,,DGCOP,0101000020E610000024D40CA9A2C758C08EC9E2FE234B3340,https://maps.app.goo.gl/w1LJJ8DesXbxBENU8,AV. DEL ARBOLILLO,TLALPAN,NARCISO MENDOZA VILLA COAPA SUPERMANZANA 8 (U HAB),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_TECNICA_40_09DST0040A_09DST0040A,2870,ACTIVO,,,,,,
8,8 PARQUE PLAYA CUYUTLAN,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,LUIS PEREZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E6100000FC523F6F2AC858C0315EF3AACE623340,https://maps.app.goo.gl/gR2D9GVzZN3hCqyo8,"Playa Erizo 112, Santiago Sur, Iztacalco, 08800 Ciudad de México, CDMX",IZTACALCO,SANTIAGO SUR,PLATSOBSE_DGOIV_BALON_BARRIO_8_PARQUE_PLAYA_CUYUTLAN_8,2482,ACTIVO,,,,,,
180,180 EJE 3 OTE / E. MOLINA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,2026-05-13 19:19:28.426,actualizacion_dgpest,2026-04-01,,INAUGURADA,100.0,LUIS PEREZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E6100000C30DF8FC30C658C0983270404B7B3340,https://maps.app.goo.gl/ijyEufdAK78nksY1A,EDUARDO MOLINA ENTRE GABINO Y ANCHA,GUSTAVO A. MADERO,DM NACIONAL/NUEVA ATZACOALCO,PLATSOBSE_DGCOP_BALON_BARRIO_180_EJE_3_OTE_E_MOLINA_180,2481,ACTIVO,,,,,,
7,CONTADERO,,ECONOMIA,OBRAS QUE TRANSFORMAN LA ECONOMIA LOCAL Y FOMENTAN EL EMPLEO,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),CAP_LLUVIA_MERC,DGCOP,GABINETE,2025,,,,,TERMINADO,100.0,LUIS PEREZ,MERCADO,,,,DGCOP,0101000020E6100000DA38622D3ED358C0663046240A593340,https://maps.app.goo.gl/RxEevXxMwjSZWnLx6,PROL. 16 DE SEPTIEMBRE,CUAJIMALPA DE MORELOS,EL CONTADERO,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_CONTADERO_7,3127,ACTIVO,,,,,,
9,NARCISO BASSOLS,,ECONOMIA,OBRAS QUE TRANSFORMAN LA ECONOMIA LOCAL Y FOMENTAN EL EMPLEO,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),CAP_LLUVIA_MERC,DGCOP,GABINETE,2025,,,,,TERMINADO,100.0,LUIS PEREZ,MERCADO,,,,DGCOP,0101000020E610000058CB9D9960C358C0D175E107E7733340,https://maps.app.goo.gl/1GE6JwLTURB15bX46,AVENIDA 699,GUSTAVO A. MADERO,C T M ARAGON (U),PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_NARCISO_BASSOLS_9,3129,ACTIVO,,,,,,
2,2 CANCHA 2 LAGO ARTIFICIAL,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,,,,,INAUGURADA,100.0,LUIS PEREZ,FUTBOL 11,4050.0,PASTO SINTETICO,,DGPEST,0101000020E610000099D36531B1C558C006D50627A2673340,https://maps.app.goo.gl/nuEvzRGotbXWEwf66,"PIT LN, GRANJAS MÉXICO, IZTACALCO, 08400 CIUDAD DE MÉXICO, CDMX",IZTACALCO,GRANJAS MEXICO,PLATSOBSE_DGOIV_BALON_BARRIO_2_CANCHA_2_LAGO_ARTIFICIAL_2,2475,ACTIVO,,,,,,
3,3 CANCHA 3 LAGO ARTIFICIAL,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,,,,,INAUGURADA,100.0,LUIS PEREZ,FUTBOL 11,4050.0,PASTO SINTETICO,,DGPEST,0101000020E61000000F9C33A2B4C558C04A9BAA7B64673340,https://maps.app.goo.gl/xpzwH9yn5cn7AXXa8,"PIT LN, GRANJAS MÉXICO, IZTACALCO, 08400 CIUDAD DE MÉXICO, CDMX",IZTACALCO,GRANJAS MEXICO,PLATSOBSE_DGOIV_BALON_BARRIO_3_CANCHA_3_LAGO_ARTIFICIAL_3,2476,ACTIVO,,,,,,
4,4 CANCHA 4 LAGO ARTIFICIAL,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,,,,,INAUGURADA,100.0,LUIS PEREZ,FUTBOL 11,4050.0,PASTO SINTETICO,,DGPEST,0101000020E6100000C80C54C6BFC558C06AA164726A673340,https://maps.app.goo.gl/SLhY92gYgNXbHfBL7,"PIT LN, GRANJAS MÉXICO, IZTACALCO, 08400 CIUDAD DE MÉXICO, CDMX",IZTACALCO,GRANJAS MEXICO,PLATSOBSE_DGOIV_BALON_BARRIO_4_CANCHA_4_LAGO_ARTIFICIAL_4,2477,ACTIVO,,,,,,
20,20 CANCHA AVENIDA JARDIN,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,2026-05-13 19:23:11.401,actualizacion_dgpest,2026-04-10,,INAUGURADA,100.0,LUIS PEREZ,FUTBOL RAPIDO,1200.0,PASTO SINTETICO,,DGPEST,0101000020E610000025581CCEFCCC58C0664D2CF015653340,https://maps.app.goo.gl/wkTBzsarVGz1dYxg8,"Minas Zoyopan M 4 L 11, Real del Monte, Álvaro Obregón, 01130 Ciudad de México, CDMX",ÁLVARO OBREGÓN,REAL DEL MONTE / PINO SUAREZ,PLATSOBSE_DGOIV_BALON_BARRIO_20_CANCHA_AVENIDA_JARDIN_20,2465,ACTIVO,,,,,,
135,135 CALPULLI,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGSUS,OBRAS DEL MUNDIAL,2026,2026-05-20 17:43:08.492,actualizacion_dgpest,,,TERMINADO,100.0,LUIS PEREZ,MULTICANCHA,600.0,CONCRETO,,DGPEST,0101000020E6100000B75D68AED3CC58C04D68925852823340,https://maps.app.goo.gl/LnsbWmsntGTVHpKp8,"C. ALBAÑILES, EL ROSARIO, AZCAPOTZALCO, 02100 CIUDAD DE MÉXICO, CDMX",AZCAPOTZALCO,EL ROSARIO,PLATSOBSE_DGSUS_BALON_BARRIO_135_CALPULLI_135,2470,ACTIVO,,,,,,
118,118 CANCHA APATLACO,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGSUS,OBRAS DEL MUNDIAL,2026,2026-05-20 17:39:23.699,actualizacion_dgpest,,,TERMINADO,100.0,LUIS PEREZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E61000009B030473F4C658C067B5C01E13613340,https://maps.app.goo.gl/D985AMqT7x9hhzxm8,"PURÍSIMA ATLAZOLPA, IZTAPALAPA, 09429 CIUDAD DE MÉXICO, CDMX",IZTAPALAPA,PURISIMA ATLAZOLPA,PLATSOBSE_DGSUS_BALON_BARRIO_118_CANCHA_APATLACO_118,2469,ACTIVO,,,,,,
101,101 ANTIGUO PARQUE GIRASOL,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGSUS,OBRAS DEL MUNDIAL,2026,2026-05-22 23:06:40.568,actualizacion_dgpest,2026-05-03,,INAUGURADA,100.0,LUIS PEREZ,FUTBOL 11,4050.0,TIERRA,,DGPEST,0101000020E610000017F19D98F5C658C03716140665623340,https://maps.app.goo.gl/3jitPvYn7GBsr98cA,AV. GIRASOL Y CORTEZA ENTRE VEREDAS,IZTACALCO,INFONAVIT IZTACALCO,PLATSOBSE_DGSUS_BALON_BARRIO_101_ANTIGUO_PARQUE_GIRASOL_101,2468,ACTIVO,,,,,,
10,10 CANCHA CALLE DALIA,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOIV,OBRAS DEL MUNDIAL,2026,,,,,TERMINADO,100.0,LUIS PEREZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E61000009D685721E5BF58C0FD6B79E57A3F3340,https://maps.app.goo.gl/AtUGUNAoQwjyAMjN9,"Zinnia 10, Francisco, Tláhuac, 13500 Ciudad de México, CDMX",TLÁHUAC,SAN FRANCISCO TLAHUAC,PLATSOBSE_DGOIV_BALON_BARRIO_10_CANCHA_CALLE_DALIA_10,2483,ACTIVO,,,,,,
09DES0181H,PUERTO DE ALVARADO,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-05-20 17:00:25.441,actualizacion_dgcop,,,TERMINADO,100.0,LUIS PEREZ,SECUNDARIA,,,,DGCOP,0101000020E610000078B5DC9909CF58C055849B8C2A473340,https://maps.app.goo.gl/H7JewWrwSW1d9e8F7,TIXMEHUAC,TLALPAN,PEDREGAL DE SN NICOLAS 4A SECC II,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_PUERTO_DE_ALVARADO_09DES0181H_09DES0181H,2883,ACTIVO,,,,,,
09DES0186C,RAFAEL MOLINA BETANCOURT,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-05-20 17:30:32.159,actualizacion_dgcop,,,TERMINADO,100.0,LUIS PEREZ,SECUNDARIA,,,,DGCOP,0101000020E61000002E7D5CD94DC758C08465AE0439623340,https://maps.app.goo.gl/7j4M6tZPko51G6XF7,JUAN DE DIOS NARVAEZ,IZTACALCO,CAMPAMENTO 2 DE OCTUBRE I,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_RAFAEL_MOLINA_BETANCOURT_09DES0186C_09DES0186C,2884,ACTIVO,,,,,,
4,INDEPENDENCIA,,ECONOMIA,OBRAS QUE TRANSFORMAN LA ECONOMIA LOCAL Y FOMENTAN EL EMPLEO,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),CAP_LLUVIA_MERC,DGCOP,GABINETE,2025,,,,,TERMINADO,100.0,LUIS PEREZ,MERCADO,,,,DGCOP,0101000020E6100000085740A19EC958C05E9CF86A47613340,https://maps.app.goo.gl/A7eihm7PGf3Cq5uB8,ANGEL URRAZA,BENITO JUÁREZ,INDEPENDENCIA,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_INDEPENDENCIA_4,3124,ACTIVO,,,,,,
09DPR2454B,FRANCISCO GINER DE LOS RIOS,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 16:36:43.613,actualizacion_dgcop,,,EN PROCESO,95.0,LUIS PEREZ,PRIMARIA,,,,DGCOP,0101000020E6100000DFA5D425E3C858C0890B40A374693340,https://maps.app.goo.gl/xBgwfhwdX8P1Awk47,ISABEL LA CATOLICA,CUAUHTÉMOC,OBRERA IV,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_FRANCISCO_GINER_DE_LOS_RIOS_09DPR2454B_09DPR2454B,2878,ACTIVO,,,,,,
09DPR2594B,PROFR. SALVADOR VARELA RESENDIZ,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 17:37:40.972,actualizacion_dgcop,,,EN PROCESO,91.0,LUIS PEREZ,PRIMARIA,,,,DGCOP,0101000020E6100000B1A6B228ECCC58C0698D412784823340,https://maps.app.goo.gl/ZSUPrgA7XUnNJLLV6,HIDROGENO,AZCAPOTZALCO,EL ROSARIO C (U HAB),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_PROFR_SALVADOR_VARELA_RESENDIZ_09DPR2594B_09DPR2594B,2897,ACTIVO,,,,,,
09DML0056Z,CENTRO DE ATENCION MULTIPLE No. 86,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,AUTORIDAD EDUCATIVA,2025,2026-06-10 18:11:07.530,actualizacion_dgcop,,,EN PROCESO,68.0,LUIS PEREZ,CAM,,,,DGCOP,0101000020E61000002AC423F1F2C658C077137CD3F46D3340,https://maps.app.goo.gl/i3nMLQazm4mB2iME7,MARTIN DEL CAMPO,VENUSTIANO CARRANZA,MOCTEZUMA 1A SECCION,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_CENTRO_DE_ATENCION_MULTIPLE_NO_86_09DML0056Z_09DML0056Z,2931,ACTIVO,,,,,,
09DPR1020I,AUGUSTO CESAR SANDINO,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-03 18:29:44.024,actualizacion_dgcop,,,TERMINADO,100.0,LUIS PEREZ,PRIMARIA,,,,DGCOP,0101000020E610000039D0436D1BC458C02BDB87BCE56A3340,https://maps.app.goo.gl/NqrzMLb6kAmtoru46,CALLE 3,IZTACALCO,PANTITLAN I,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_AUGUSTO_CESAR_SANDINO_09DPR1020I_09DPR1020I,2898,ACTIVO,,,,,,
