IDENTIFICADOR,NOMBRE_OBRA,BLOQUE_MUNDIAL,CLAVE_EJE,NOMBRE_EJE,PROGRAMA,CLAVE_PROGRAMA,DG,ORIGEN DEL COMPROMISO,YEAR,FECHA ACTUALIZACION,USUARIO ACTUALIZACION,FECHA INAUGURACION,MOTIVO CANCELACION,ESTATUS,AVANCE REAL,RESPONSABLE_DG,TIPO,SUPERFICIE_M2,MATERIAL,OBSERVACIONES,SEGUIMIENTO,geom,URL DE GOOGLE MAPS,CALLE/DOMICILIO,ALCALDIA,COLONIA,clave_unica,id,estatus_registro,motivo_baja,observaciones_baja,fecha_baja,usuario_baja,creado_por,fecha_creacion
09DJN0742Q,JARDIN DE NIÑOS ANEXO CENTRO ESCOLAR REVOLUCION,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,AUTORIDAD EDUCATIVA,2025,,,,,TERMINADO,100.0,PAULA LOPEZ,PREESCOLAR,,,,ILIFE,0101000020E6100000CC6DDC1871C958C0E0BBD583496D3340,"https://www.google.com/maps/place/Anexo+Centro+Escolar+Revoluci%C3%B3n/@19.4266698,-99.1482843,18.86z/data=!4m6!3m5!1s0x85d1ff0008ec1e5b:0xcbbac6111cf5e3bc!8m2!3d19.4266391!4d-99.1474684!16s%2Fg%2F11vzxwc15t?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%",CALLE GRAL. GABRIEL HERNANDEZ,CUAUHTÉMOC,DOCTORES I,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_JARDIN_DE_NI_OS_ANEXO_CENTRO_ESCOLAR_REVOLUCION_09DJN0742Q_09DJN0742Q,3087,ACTIVO,,,,,,
09DPR4002N,LUIS PENICHE VALLADO,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,CASA POR CASA,2025,,,,,TERMINADO,100.0,PAULA LOPEZ,PRIMARIA,,,,ILIFE,0101000020E61000002856DCDB69C258C0104C1CDEDE4F3340,"https://www.google.com/maps/place/Escuela+Primaria+%22Luis+Peniche+Vallado%22/@19.3122886,-99.0380172,21z/data=!4m6!3m5!1s0x85ce02e9a764e585:0xc66e887c4d880d4b!8m2!3d19.3122872!4d-99.0381059!16s%2Fg%2F11cn5m01zq?entry=ttu&g_ep=EgoyMDI2MDIxMC4wIKXMDSoASAF",AV CECILIO ACOSTA SN,TLÁHUAC,SAN MIGUEL ZAPOTITLA,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_LUIS_PENICHE_VALLADO_09DPR4002N_09DPR4002N,3088,ACTIVO,,,,,,
09DPR2683V,PROFR RUBEN VIZCARRA Y CAMPOS,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,CASA POR CASA,2025,,,,,TERMINADO,100.0,PAULA LOPEZ,PRIMARIA,,,,ILIFE,0101000020E61000003479DB6030CA58C01099A88967553340,"https://www.google.com/maps/place/ESCUELA+PRIMARIA+PROFR.+RUBEN+VIZCARRA+Y+CAMPOS/@19.3339715,-99.1602134,17.66z/data=!4m6!3m5!1s0x85ce00265f2f1025:0x492dd39fb3b7e806!8m2!3d19.3337269!4d-99.1593131!16s%2Fg%2F11b6_9wgg8?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXM",TOCHTLI Y CANTERA SN,COYOACÁN,PEDREGAL DE STO DOMINGO II,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_PROFR_RUBEN_VIZCARRA_Y_CAMPOS_09DPR2683V_09DPR2683V,3090,ACTIVO,,,,,,
09DPR5133M,JAIME SABINES,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,CASA POR CASA,2025,,,,,TERMINADO,100.0,PAULA LOPEZ,PRIMARIA,,,,ILIFE,0101000020E6100000ACEA50C56FC258C0C0FEE3BFBE4D3340,"https://www.google.com/maps/place/Escuela+Primaria+%22Jaime+Sabines%22/@19.3040716,-99.0378788,18z/data=!4m6!3m5!1s0x85ce02e6dbaa7aff:0x5c2a3e0e75409f37!8m2!3d19.3036899!4d-99.0383682!16s%2Fg%2F11cn0t97h0?entry=ttu&g_ep=EgoyMDI2MDIxMC4wIKXMDSoASAFQAw%3D%",AV SAN RAFAEL ATLIXCO NO 3495,TLÁHUAC,SAN MIGUEL ZAPOTITLA,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_JAIME_SABINES_09DPR5133M_09DPR5133M,3091,ACTIVO,,,,,,
22,SAN MATEO TLALTENANGO,,ECONOMIA,OBRAS QUE TRANSFORMAN LA ECONOMIA LOCAL Y FOMENTAN EL EMPLEO,MANTENIMIENTO A MERCADOS PUBLICOS,MTTO_MERCADOS,DGCOP,GABINETE,2025,2026-06-10 17:51:37.122,actualizacion_dgcop,,,EN PROCESO,87.2,PAULA LOPEZ,MERCADO,,,,DGCOP,0101000020E610000085B4C6A013D258C09DBAF2599E573340,https://maps.app.goo.gl/jb35La6eHdDFwyRf8,MINA 5B,CUAJIMALPA DE MORELOS,SAN MATEO TLALTENANGO (PBLO),PLATSOBSE_DGCOP_MTTO_MERCADOS_SAN_MATEO_TLALTENANGO_22,3470,ACTIVO,,,,,,
112,112 CANCHA CALLE 25 DE SEPTIEMBRE Y EJE 5 SUR,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGSUS,OBRAS DEL MUNDIAL,2026,2026-05-22 23:08:02.780,actualizacion_dgpest,2026-05-07,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E6100000B936548CF3C358C023DBF97E6A603340,https://maps.app.goo.gl/SYss6mkYgRyUPNRi6,"CALLE 25 DE SEPTIEMBRE ESQUINA EJE 5 SUR, COL. LEYES DE REFORMA",IZTAPALAPA,LEYES DE REFORMA 3ERA SECCION,PLATSOBSE_DGSUS_BALON_BARRIO_112_CANCHA_CALLE_25_DE_SEPTIEMBRE_Y_EJE_5_SUR_112,2514,ACTIVO,,,,,,
63,24 DE FEBRERO,,ECONOMIA,OBRAS QUE TRANSFORMAN LA ECONOMIA LOCAL Y FOMENTAN EL EMPLEO,MANTENIMIENTO A MERCADOS PUBLICOS,MTTO_MERCADOS,DGCOP,GABINETE,2025,2026-06-10 17:55:24.742,actualizacion_dgcop,,,EN PROCESO,54.21,PAULA LOPEZ,MERCADO,,,,DGCOP,0101000020E6100000217365506DCE58C0C4CC3E8F51463340,https://maps.app.goo.gl/2RYZ5JHYz51bBtRz9,FERROCARRIL CUERNAVACA,TLALPAN,LOMAS ALTAS DE PADIERNA SUR,PLATSOBSE_DGCOP_MTTO_MERCADOS_24_DE_FEBRERO_63,3420,ACTIVO,,,,,,
09DPR2467F,DR ANGEL MA GARIBAY,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,CASA POR CASA,2025,,,,,TERMINADO,100.0,PAULA LOPEZ,PRIMARIA,,,,ILIFE,0101000020E610000080486FDECFCA58C060909440E0503340,"https://www.google.com/maps/place/Escuela+Primaria+Doctor+%C3%81ngel+Mar%C3%ADa+Garibay/@19.3160255,-99.1696156,19.51z/data=!4m10!1m2!2m1!1sESCUELA+DR+ANGEL+MA+GARIBAY!3m6!1s0x85d1ff132ac26615:0x22995403e692fed4!8m2!3d19.3158953!4d-99.1689384!15sChtFU0NV",CERRADA CHAUCINGO SN,COYOACÁN,AJUSCO III,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_DR_ANGEL_MA_GARIBAY_09DPR2467F_09DPR2467F,3092,ACTIVO,,,,,,
7,# 228 JARDIN FORTUNA NACIONAL,,ECONOMIA,OBRAS QUE TRANSFORMAN LA ECONOMIA LOCAL Y FOMENTAN EL EMPLEO,MANTENIMIENTO A MERCADOS PUBLICOS,MTTO_MERCADOS,DGCOP,CASA POR CASA,2025,2026-06-10 17:56:44.954,actualizacion_dgcop,,,EN PROCESO,40.0,PAULA LOPEZ,MERCADO,,,,DGCOP,0101000020E61000000C1F115322CD58C01DCBBBEA017B3340,https://maps.app.goo.gl/srvqHg68iufJ4nXs9,CAMPO FORTUNA NACIONAL,AZCAPOTZALCO,SAN ANTONIO (FRACC),PLATSOBSE_DGCOP_MTTO_MERCADOS_228_JARDIN_FORTUNA_NACIONAL_7,3437,ACTIVO,,,,,,
09DES0034Y,EUGENIA LEON PUIG,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,SECTEI,2025,,,,,TERMINADO,100.0,PAULA LOPEZ,SECUNDARIA,,,,ILIFE,0101000020E610000034D98D0208C958C0C02DEEF9615C3340,"https://www.google.com/maps/place/Escuela+Secundaria+Diurna+N%C2%B0+34+%22Eugenia+Le%C3%B3n+Puig%22/@19.360768,-99.1415035,20z/data=!4m6!3m5!1s0x85d1fe35c1e99501:0x67b78083f5f88c04!8m2!3d19.3608442!4d-99.1411322!16s%2Fg%2F1pv6xn0mr?entry=ttu&g_ep=EgoyMDI",ALTAMIRA No 913,BENITO JUÁREZ,MIRAVALLE,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_EUGENIA_LEON_PUIG_09DES0034Y_09DES0034Y,3094,ACTIVO,,,,,,
09DPR1325A,LIC EDUARDO NOVOA,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,CASA POR CASA,2025,,,,,TERMINADO,100.0,PAULA LOPEZ,PRIMARIA,,,,ILIFE,0101000020E61000008C6BD34D62C958C0B0A8F3814F5D3340,"https://www.google.com/maps/place/Escuela+Primaria+Lic.+Eduardo+Novoa/@19.3641892,-99.1467934,19.5z/data=!4m6!3m5!1s0x85d1fe4d34e3e13d:0xa37aa50390dd6da1!8m2!3d19.364369!4d-99.1464592!16s%2Fg%2F1wf38z3f?entry=ttu&g_ep=EgoyMDI2MDIxMC4wIKXMDSoASAFQAw%3D%3D",RUMANIA No 701,BENITO JUÁREZ,PORTALES III,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_LIC_EDUARDO_NOVOA_09DPR1325A_09DPR1325A,3095,ACTIVO,,,,,,
09DPR0018N,JULIO DE LA FUENTE,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,CASA POR CASA,2025,,,,,TERMINADO,100.0,PAULA LOPEZ,PRIMARIA,,,,ILIFE,0101000020E6100000F4813C28ECC358C040C7317C86493340,"https://www.google.com/maps/place/Escuela+Primaria+%22Julio+de+la+Fuente%22/@19.2872445,-99.0610779,21z/data=!4m6!3m5!1s0x85ce03a919088627:0xeb2f38818f653ffa!8m2!3d19.2872228!4d-99.0610264!16s%2Fg%2F1tk8ny8k?entry=ttu&g_ep=EgoyMDI2MDIxMC4wIKXMDSoASAFQAw%",SIRENA SN,TLÁHUAC,DEL MAR SUR,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_JULIO_DE_LA_FUENTE_09DPR0018N_09DPR0018N,3096,ACTIVO,,,,,,
09DJN0012C,JOSEFA DURAN,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,CASA POR CASA,2025,,,,,TERMINADO,100.0,PAULA LOPEZ,PREESCOLAR,,,,ILIFE,0101000020E6100000C89CAF470ACB58C010F909CB12553340,"https://www.google.com/maps/place/JARDIN+DE+NI%C3%91OS+%22JOSEFA+DURAN%22/@19.3319027,-99.1729948,18.36z/data=!4m6!3m5!1s0x85ce001ea54ba5c7:0xa1c67a5eb27a6803!8m2!3d19.3322679!4d-99.1724702!16s%2Fg%2F1pt_dnmgs?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQA",TEPEYAUCLE Y ESCUINAPA,COYOACÁN,PEDREGAL DE STO DOMINGO IX,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_JOSEFA_DURAN_09DJN0012C_09DJN0012C,3097,ACTIVO,,,,,,
09DJN0076N,FAMILIA JUAREZ MAZA,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,CASA POR CASA,2025,,,,,TERMINADO,100.0,PAULA LOPEZ,PREESCOLAR,,,,ILIFE,0101000020E6100000C4CFEC19F8CA58C0D09BE8A6CD543340,"https://www.google.com/maps/place/C.D.C.+Fam.+Ju%C3%A1rez+Maza/@19.3314352,-99.1716744,19.01z/data=!4m6!3m5!1s0x85ce001932a906e7:0xa4493f9f5988380a!8m2!3d19.3313446!4d-99.171361!16s%2Fg%2F1tdlhmw9?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",AV ANACAHUITA SN,COYOACÁN,PEDREGAL DE STO DOMINGO IX,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_FAMILIA_JUAREZ_MAZA_09DJN0076N_09DJN0076N,3098,ACTIVO,,,,,,
09DPR3231Z,ALFONSO SIERRA PARTIDA,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,CASA POR CASA,2025,,,,,TERMINADO,100.0,PAULA LOPEZ,PRIMARIA,,,,ILIFE,0101000020E610000000EEB1440CCB58C0A0225435E6543340,"https://www.google.com/maps/place/Escuela+Primaria+N%C2%BA5+%22Prof.+Alfonso+Sierra+Partida%22/@19.3314167,-99.173184,18z/data=!3m1!4b1!4m6!3m5!1s0x85ce001eb26ec3e5:0x7b065349b3deffd5!8m2!3d19.3314153!4d-99.1724664!16s%2Fg%2F1ptz22mpp?entry=ttu&g_ep=Egoy",TEPEYAUCLE 35C,COYOACÁN,PEDREGAL DE STO DOMINGO IX,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_ALFONSO_SIERRA_PARTIDA_09DPR3231Z_09DPR3231Z,3099,ACTIVO,,,,,,
09DPR1172N,CARLOS A CARRILLO,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,CASA POR CASA,2025,,,,,TERMINADO,100.0,PAULA LOPEZ,PRIMARIA,,,,ILIFE,0101000020E61000003445B0031DC958C0D09ED5F8465E3340,"https://www.google.com/maps/place/Escuela+Primaria+Carlos+A.+Carrillo/@19.368242,-99.1426386,20z/data=!4m14!1m7!3m6!1s0x85d1fe4c78c0c37f:0xdd3b6e0fbc59a288!2sEscuela+Primaria+Carlos+A.+Carrillo!8m2!3d19.3682983!4d-99.1423798!16s%2Fg%2F1q67qpkfj!3m5!1s0x8",MUNICIPIO LIBRE 1301,BENITO JUÁREZ,PORTALES I,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_CARLOS_A_CARRILLO_09DPR1172N_09DPR1172N,3102,ACTIVO,,,,,,
09DJN0387Q,ANTON S MAKARENKO,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,CASA POR CASA,2025,,,,,TERMINADO,100.0,PAULA LOPEZ,PREESCOLAR,,,,ILIFE,0101000020E6100000AC2D8C4AEAC958C020AB3AC2AB5E3340,"https://www.google.com/maps/place/Jard%C3%ADn+de+Ni%C3%B1os+Ant%C3%B3n+S.+Makarenko/@19.3697448,-99.1550489,20.05z/data=!4m6!3m5!1s0x85d1ff023d2afb01:0xa5be4e6070cc0858!8m2!3d19.3697908!4d-99.1547709!16s%2Fg%2F11kjp839xb?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIK",MUNICIPIO LIBRE 200,BENITO JUÁREZ,PORTALES I,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_ANTON_S_MAKARENKO_09DJN0387Q_09DJN0387Q,3103,ACTIVO,,,,,,
09DJN0955S,IXTAYOPAN,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,TERRITORIO DE PAZ,2025,,,,,TERMINADO,100.0,PAULA LOPEZ,PREESCOLAR,,,,ILIFE,0101000020E610000028E4FCD2ABBF58C030BB49F7123D3340,"https://www.google.com/maps/place/jardin+de+ni%C3%B1os+ixtayopan/@19.2384775,-98.9959032,18.99z/data=!4m10!1m2!2m1!1sESCUELA+IXTAYOPAN!3m6!1s0x85ce1b433e152045:0xbf0982fa6a79e59!8m2!3d19.2384723!4d-98.9948643!15sChFFU0NVRUxBIElYVEFZT1BBTloTIhFlc2N1ZWxhIG",CUAUHTEMOC 3,TLÁHUAC,SAN JUAN IXTAYOPAN (PBLO),PLATSOBSE_ILIFE_1_2_3_ESCUELAS_IXTAYOPAN_09DJN0955S_09DJN0955S,3105,ACTIVO,,,,,,
09DES0256H,DELEGACION COYOACAN,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",ILIFE,CASA POR CASA,2025,,,,,TERMINADO,100.0,PAULA LOPEZ,SECUNDARIA,,,,ILIFE,0101000020E6100000F8C5536D27CB58C0C051DC19FB553340,"https://www.google.com/maps/place/Escuela+Secundaria+Diurna+N%C2%B0+256+%22Delegaci%C3%B3n+Coyoac%C3%A1n%22/@19.335481,-99.1757803,18.28z/data=!4m6!3m5!1s0x85d1ffd72d888de3:0xd1cec5ae22d70084!8m2!3d19.3358253!4d-99.1742656!16s%2Fg%2F1tftrfjw?entry=ttu&g_",EJE VIAL 10 SUR PEDRO ENRIQUEZ UREÑA SN,COYOACÁN,COPILCO UNIVERSIDAD II,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_DELEGACION_COYOACAN_09DES0256H_09DES0256H,3106,ACTIVO,,,,,,
201,201 PARQUE SOLIDARIDAD,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGCOP,OBRAS DEL MUNDIAL,2026,2026-05-27 20:04:07.159,actualizacion_dgpest,2026-04-30,,INAUGURADA,100.0,PAULA LOPEZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E610000064E94317D4C958C02DB308C556883340,https://maps.app.goo.gl/PGPZU8vM5ZGrNydn7,"07264, AUTOMATAZACION MZ19LT12, SOLIDARIDAD NACIONAL, GUSTAVO A. MADERO, CIUDAD DE MÉXICO, CDMX",GUSTAVO A. MADERO,SOLIDARIDAD NACIONAL,PLATSOBSE_DGCOP_BALON_BARRIO_201_PARQUE_SOLIDARIDAD_201,2546,ACTIVO,,,,,,
09DJN0390D,EDUARDO CLAPAREDE,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 16:34:07.803,actualizacion_dgcop,,,EN PROCESO,96.5,PAULA LOPEZ,PREESCOLAR,,,,DGCOP,0101000020E610000055F65D11FCCC58C0A30227DBC0813340,https://maps.app.goo.gl/UADAZSXBE5SfyBgh6,PLANETAS,AZCAPOTZALCO,EL ROSARIO C (U HAB),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_EDUARDO_CLAPAREDE_09DJN0390D_09DJN0390D,2906,ACTIVO,,,,,,
09DPR3043G,LEONA VICARIO,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-10 16:34:33.521,actualizacion_dgcop,,,EN PROCESO,96.19,PAULA LOPEZ,PRIMARIA,,,,DGCOP,0101000020E610000023DDCF29C8C958C0BCCADAA6788C3340,https://maps.app.goo.gl/gakXuuMd9KE2PT7t8,MICHOACAN,GUSTAVO A. MADERO,CHALMA DE GUADALUPE II,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_LEONA_VICARIO_09DPR3043G_09DPR3043G,2942,ACTIVO,,,,,,
09DPR1779A,VICENTE GUERRERO,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-03 18:31:14.713,actualizacion_dgcop,,,TERMINADO,100.0,PAULA LOPEZ,PRIMARIA,,,,DGCOP,0101000020E6100000F4346090F4D158C0C53C2B69C5573340,https://maps.app.goo.gl/ksxqzchARFvHFrde8,MINA,CUAJIMALPA DE MORELOS,SAN MATEO TLALTENANGO (PBLO),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_VICENTE_GUERRERO_09DPR1779A_09DPR1779A,2982,ACTIVO,,,,,,
126,126 PARQUE DEPORTIVO HUITZICO,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGSUS,OBRAS DEL MUNDIAL,2026,2026-05-13 19:03:33.646,actualizacion_dgpest,2026-04-22,,INAUGURADA,100.0,PAULA LOPEZ,MULTICANCHA,600.0,CONCRETO,"SE ELIMINO LA CANCHA, POR TAL MOTIVO SE MUEVE LA UBICACION A LA MULTICANCHA QUE ANTERIORMENTE TENIA EL ID 303. INICIA TRABAJOS EL LUNES 25 DE ENERO",DGPEST,0101000020E6100000ED0DBE3099BE58C00C01C0B167533340,https://maps.app.goo.gl/cH47XQi9CTgrTN2U8,"EMILIANO ZAPATA, IZTAPALAPA, 13119 CIUDAD DE MÉXICO, CDMX",IZTAPALAPA,HUITZICO,PLATSOBSE_DGSUS_BALON_BARRIO_126_PARQUE_DEPORTIVO_HUITZICO_126,2708,ACTIVO,,,,,,
09DDI0015D,CAI SEP NO 15 CAROLINA AGAZZI,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-03 18:41:13.237,actualizacion_dgcop,,,TERMINADO,100.0,PAULA LOPEZ,CAI,,,,DGCOP,0101000020E6100000D13FC1C58ACB58C077BF0AF0DD7E3340,https://maps.app.goo.gl/aUmfSbCTDdcpf2So6,"C. ROSAS MORENO,",AZCAPOTZALCO,SANTA BARBARA (PBLO),PLATSOBSE_DGCOP_1_2_3_ESCUELAS_CAI_SEP_NO_15_CAROLINA_AGAZZI_09DDI0015D_09DDI0015D,2844,ACTIVO,,,,,,
134,134 EJERCITO DE ORIENTE,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGSUS,OBRAS DEL MUNDIAL,2026,2026-05-20 17:37:10.805,actualizacion_dgpest,,,TERMINADO,100.0,PAULA LOPEZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E610000047E6913F18C258C06A4E5E6402623340,https://maps.app.goo.gl/c9JivRZGkeSiCWSz9,"Calz. Ignacio Zaragoza, Ejército de Oriente Indeco II Issste, Iztapalapa, 09230 Ciudad de México, CDMX",IZTAPALAPA,EJERCITO DE ORIENTE,PLATSOBSE_DGSUS_BALON_BARRIO_134_EJERCITO_DE_ORIENTE_134,2711,ACTIVO,,,,,,
09DJN0478H,JOSEFA MURILLO,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR","1,2,3_ESCUELAS",DGCOP,CASA POR CASA,2025,2026-06-03 18:42:03.402,actualizacion_dgcop,,,TERMINADO,100.0,PAULA LOPEZ,PREESCOLAR,,,,DGCOP,0101000020E6100000E085ADD9CAC758C0904AB1A371703340,https://maps.app.goo.gl/eDiVwynW98r14SnA9,NICOLAS BRAVO,VENUSTIANO CARRANZA,MORELOS I,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_JOSEFA_MURILLO_09DJN0478H_09DJN0478H,2858,ACTIVO,,,,,,
251,251 AV. 414-A,13.0,GRANDES_OBRAS,GRANDES OBRAS QUE TRANSFORMAN LA CAPITAL,EL BALON VUELVE AL BARRIO,BALON_BARRIO,DGOT,OBRAS DEL MUNDIAL,2026,2026-05-13 18:06:52.570,actualizacion_dgpest,,,TERMINADO,100.0,PAULA LOPEZ,FUTBOL RAPIDO,1200.0,CONCRETO,,DGPEST,0101000020E61000009279E40F06C458C0942F682101773340,https://maps.app.goo.gl/Vp4njngWJ1WuLzjw5,"AV 414-A 14, SAN JUAN DE ARAGÓN VI SECC, GUSTAVO A. MADERO, 07918 CIUDAD DE MÉXICO, CDMX",GUSTAVO A. MADERO,SAN JUAN DE ARAGON 6A SECCION (U HAB) II,PLATSOBSE_DGOT_BALON_BARRIO_251_AV_414_A_251,2473,ACTIVO,,,,,,
