id,clave_unica,nombre_obra,programa,area,dg,indicador,valor,valor_texto,unidad_medida,usuario_actualizacion,fecha_captura,usuario_edicion,fecha_edicion
25,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_LEOPOLDO_RIO_DE_LA_LOZA_09DPR2391G_09DPR2391G,LEOPOLDO RIO DE LA LOZA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,97,,ALUMNOS,actualizacion_ilife,2026-06-02 22:00:20,,
27,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_MATILDE_ACOSTA_09DPR2220N_09DPR2220N,MATILDE ACOSTA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,598,,ALUMNOS,actualizacion_ilife,2026-06-02 22:01:31,,
29,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_MARTIN_LUIS_GUZMAN_09DPR3109Z_09DPR3109Z,MARTIN LUIS GUZMAN,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,679,,ALUMNOS,actualizacion_ilife,2026-06-02 22:02:59,,
19,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_LUIS_G_LEON_09DPR2378M_09DPR2378M,LUIS G LEON,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,141,,ALUMNOS,actualizacion_ilife,2026-06-02 21:51:12,actualizacion_ilife,2026-06-03 1:24:28
31,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_CALNAHUAC_09DJN0983O_09DJN0983O,CALNAHUAC,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,206,,ALUMNOS,actualizacion_ilife,2026-06-02 22:07:11,actualizacion_ilife,2026-06-03 1:26:30
21,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_BERTHA_DOMINGUEZ_09DJN0705M_09DJN0705M,BERTHA DOMINGUEZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,194,,ALUMNOS,actualizacion_ilife,2026-06-02 21:53:36,actualizacion_ilife,2026-06-03 16:15:11
35,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_MAESTROS_MEXICANOS_09DPR2227G_09DPR2227G,MAESTROS MEXICANOS,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,320,,ALUMNOS,actualizacion_ilife,2026-06-02 22:11:38,actualizacion_ilife,2026-06-03 20:41:15
37,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_ALFONSO_REYES_09DES0166P_09DES0166P,ALFONSO REYES,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,555,,ALUMNOS,actualizacion_ilife,2026-06-02 22:12:44,actualizacion_ilife,2026-06-03 20:45:25
39,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_CAI_SEP_NO_08_LUIS_G_URBINA_09DDI0008U_09DDI0008U,CAI SEP NO 08 LUIS G URBINA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,27,,ALUMNOS,actualizacion_ilife,2026-06-02 22:14:12,actualizacion_ilife,2026-06-03 20:45:54
41,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_DR_EDUARDO_LICEAGA_09DPR5125D_09DPR5125D,DR EDUARDO LICEAGA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,158,,ALUMNOS,actualizacion_ilife,2026-06-02 22:16:43,actualizacion_ilife,2026-06-03 20:46:57
43,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_MEDICO_BERNARDO_SEPULVEDA_GUTIERREZ_09DPR5127B_09DPR5127B,MEDICO BERNARDO SEPULVEDA GUTIERREZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,253,,ALUMNOS,actualizacion_ilife,2026-06-02 22:20:38,actualizacion_ilife,2026-06-03 20:47:28
45,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_PROFRA_LEONOR_LEA_OS_NAVARRO_09DPR0021A_09DPR0021A,PROFRA LEONOR LEAÑOS NAVARRO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,237,,ALUMNOS,actualizacion_ilife,2026-06-02 22:22:59,actualizacion_ilife,2026-06-03 20:47:56
33,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_REPUBLICA_DE_BOLIVIA_09DES0054L_09DES0054L,REPUBLICA DE BOLIVIA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,1222,,ALUMNOS,actualizacion_ilife,2026-06-02 22:08:18,actualizacion_ilife,2026-06-05 1:06:10
47,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_XITLE_09DPR2769A_09DPR2769A,XITLE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,374,,ALUMNOS,actualizacion_ilife,2026-06-02 22:24:00,,
1363,PLATSOBSE_DGCOP_MTTO_MERCADOS_34_VILLA_ZONA_29,# 34 VILLA ZONA,MANTENIMIENTO A MERCADOS PUBLICOS,,DGCOP,LOCALES BENEFICIADOS,938,,LOCALES,actualizacion_dgcop,2026-06-08 19:21:33,,
73,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_ADOLFO_RUIZ_CORTINES_09DPR1842M_09DPR1842M,ADOLFO RUIZ CORTINES,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,312,,ALUMNOS,actualizacion_ilife,2026-06-02 23:07:11,,
75,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_PATRIA_09DJN0360J_09DJN0360J,PATRIA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,108,,ALUMNOS,actualizacion_ilife,2026-06-02 23:08:15,,
51,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_ALFONSO_TEJA_ZABRE_09DPR1892U_09DPR1892U,ALFONSO TEJA ZABRE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,455,,ALUMNOS,actualizacion_ilife,2026-06-02 22:26:31,actualizacion_ilife,2026-06-03 20:49:03
53,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_ALVARO_OBREGON_09DPR1887I_09DPR1887I,ALVARO OBREGON,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,400,,ALUMNOS,actualizacion_ilife,2026-06-02 22:27:49,actualizacion_ilife,2026-06-03 20:49:26
55,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_CULTURA_AZTECA_09DPR3127O_09DPR3127O,CULTURA AZTECA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,592,,ALUMNOS,actualizacion_ilife,2026-06-02 22:28:41,actualizacion_ilife,2026-06-03 20:49:54
57,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_TIERRA_UNIDA_09DJN1432T_09DJN1432T,TIERRA UNIDA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,130,,ALUMNOS,actualizacion_ilife,2026-06-02 22:29:41,actualizacion_ilife,2026-06-03 20:50:18
61,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_GENERAL_AUGUSTO_CESAR_SANDINO_09DES0200F_09DES0200F,GENERAL AUGUSTO CESAR SANDINO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,192,,ALUMNOS,actualizacion_ilife,2026-06-02 22:56:13,actualizacion_ilife,2026-06-03 20:51:12
63,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_JAIME_NUNO_09DPR2532P_09DPR2532P,JAIME NUNO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,230,,ALUMNOS,actualizacion_ilife,2026-06-02 22:58:05,actualizacion_ilife,2026-06-03 20:51:40
65,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_DIURNA_NO_37_EMILIANO_ZAPATA_09DES0037V_09DES0037V,DIURNA NO 37 EMILIANO ZAPATA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,744,,ALUMNOS,actualizacion_ilife,2026-06-02 23:02:36,actualizacion_ilife,2026-06-03 20:52:05
67,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_JOSE_MARIA_PINO_SUAREZ_09DPR2393E_09DPR2393E,JOSE MARIA PINO SUAREZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,145,,ALUMNOS,actualizacion_ilife,2026-06-02 23:03:40,actualizacion_ilife,2026-06-03 20:52:44
69,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_TEUTLI_09DES0009Z_09DES0009Z,ESCUELA SECUNDARIA TEUTLI,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,876,,ALUMNOS,actualizacion_ilife,2026-06-02 23:04:56,actualizacion_ilife,2026-06-03 20:53:14
71,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_LIC_EMILIO_PORTES_GIL_09DPR2956V_09DPR2956V,LIC EMILIO PORTES GIL,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,267,,ALUMNOS,actualizacion_ilife,2026-06-02 23:06:19,actualizacion_ilife,2026-06-03 20:53:36
77,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_TELESECUNDARIA_27_09DTV0027U_09DTV0027U,TELESECUNDARIA 27,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,84,,ALUMNOS,actualizacion_ilife,2026-06-02 23:09:12,actualizacion_ilife,2026-06-03 20:57:47
1364,PLATSOBSE_DGCOP_MTTO_MERCADOS_34_VILLA_ZONA_29,# 34 VILLA ZONA,MANTENIMIENTO A MERCADOS PUBLICOS,,DGCOP,LOCATARIOS BENEFICIADOS,1876,,LOCATARIOS,actualizacion_dgcop,2026-06-08 19:21:33,,
79,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_JOSE_JESUS_AGUILERA_PALOMINO_09DPR4184M_09DPR4184M,JOSE JESUS AGUILERA PALOMINO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,226,,ALUMNOS,actualizacion_ilife,2026-06-02 23:10:38,,
81,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_CENTRO_DE_ATENCION_MULTIPLE_NO_39_09DML0104S_09DML0104S,CENTRO DE ATENCION MULTIPLE No 39,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,92,,ALUMNOS,actualizacion_ilife,2026-06-02 23:11:24,,
85,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_JOSE_TRINIDAD_SAN_MIGUEL_PINEDA_09DJN1290L_09DJN1290L,JOSE TRINIDAD SAN MIGUEL PINEDA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,203,,ALUMNOS,actualizacion_ilife,2026-06-02 23:22:00,,
87,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_PROFR_TOMAS_FREGOSO_09DPR3234X_09DPR3234X,PROFR TOMAS FREGOSO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,493,,ALUMNOS,actualizacion_ilife,2026-06-02 23:22:59,,
89,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_LIC_EDUARDO_NOVOA_09DPR1323C_09DPR1323C,LIC EDUARDO NOVOA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,154,,ALUMNOS,actualizacion_ilife,2026-06-02 23:24:16,,
91,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_MTRO_JUAN_G_HOLGUIN_09DES0023S_09DES0023S,ESCUELA SECUNDARIA MTRO JUAN G HOLGUIN,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,116,,ALUMNOS,actualizacion_ilife,2026-06-02 23:26:14,,
93,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_PROFR_ADOLFO_VELASQUEZ_VILCHES_09DPR2299Z_09DPR2299Z,PROFR ADOLFO VELASQUEZ VILCHES,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,18,,ALUMNOS,actualizacion_ilife,2026-06-02 23:28:45,,
95,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_LABORATORIO_PEDAGOGICO_LAURO_AGUIRRE_ANEXO_A_LA_ENMJN_09DJN3000S_09DJN3000S,LABORATORIO PEDAGOGICO LAURO AGUIRRE ANEXO A LA ENMJN,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,142,,ALUMNOS,actualizacion_ilife,2026-06-02 23:29:34,,
97,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_JOSE_AGUSTIN_RAMIREZ_ALTAMIRANO_09DPR1832F_09DPR1832F,JOSE AGUSTIN RAMIREZ ALTAMIRANO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,453,,ALUMNOS,actualizacion_ilife,2026-06-02 23:30:34,,
99,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_REPUBLICA_DOMINICANA_09DPR2331S_09DPR2331S,REPUBLICA DOMINICANA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,374,,ALUMNOS,actualizacion_ilife,2026-06-02 23:31:24,,
101,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_RAMON_LOPEZ_VELARDE_09DPR0928L_09DPR0928L,RAMON LOPEZ VELARDE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,132,,ALUMNOS,actualizacion_ilife,2026-06-02 23:32:15,,
103,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_XOCHIPILLI_09DJN0728X_09DJN0728X,XOCHIPILLI,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,166,,ALUMNOS,actualizacion_ilife,2026-06-02 23:32:55,,
105,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_MATEANA_M_DE_AVELEYRA_09DJN0359U_09DJN0359U,MATEANA M DE AVELEYRA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,76,,ALUMNOS,actualizacion_ilife,2026-06-02 23:33:30,,
1365,PLATSOBSE_DGCOP_MTTO_MERCADOS_34_VILLA_ZONA_29,# 34 VILLA ZONA,MANTENIMIENTO A MERCADOS PUBLICOS,,DGCOP,SUPERFICIE DE INTERVENCIÓN,13258,,METROS CUADRADOS,actualizacion_dgcop,2026-06-08 19:21:33,,
109,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_REP_ESPA_OLA_09DJN1079R_09DJN1079R,REP ESPAÑOLA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,78,,ALUMNOS,actualizacion_ilife,2026-06-02 23:34:59,,
111,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_TELESECUNDARIA_111_09DTV0111S_09DTV0111S,TELESECUNDARIA 111,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,83,,ALUMNOS,actualizacion_ilife,2026-06-02 23:35:37,,
113,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_LUCIO_TAPIA_09DPR2376O_09DPR2376O,LUCIO TAPIA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,182,,ALUMNOS,actualizacion_ilife,2026-06-02 23:37:22,,
117,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_TELESECUNDARIA_32_09DTV0032F_09DTV0032F,TELESECUNDARIA 32,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,74,,ALUMNOS,actualizacion_ilife,2026-06-02 23:39:07,,
121,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_CMDTE_DE_BOMBEROS_JOSE_SAAVEDRA_DEL_RAZO_09DJN1016F_09DJN1016F,CMDTE DE BOMBEROS JOSE SAAVEDRA DEL RAZO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,51,,ALUMNOS,actualizacion_ilife,2026-06-02 23:40:27,,
123,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_AZTECAS_09DES0188A_09DES0188A,AZTECAS,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,496,,ALUMNOS,actualizacion_ilife,2026-06-02 23:42:35,,
127,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_TELESECUNDARIA_3_09DTV0003K_09DTV0003K,TELESECUNDARIA 3,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,175,,ALUMNOS,actualizacion_ilife,2026-06-02 23:44:25,,
129,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_JUAN_E_HERNANDEZ_Y_DAVALOS_09DJN0318U_09DJN0318U,JUAN E HERNANDEZ Y DAVALOS,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,196,,ALUMNOS,actualizacion_ilife,2026-06-02 23:45:15,,
133,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_FRANCISCO_HERNANDEZ_DE_CORDOBA_09DPR2020P_09DPR2020P,FRANCISCO HERNANDEZ DE CORDOBA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,634,,ALUMNOS,actualizacion_ilife,2026-06-02 23:47:36,,
135,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_MAESTRO_FELIX_JIMENEZ_NAJERA_09DPR2021O_09DPR2021O,MAESTRO FELIX JIMENEZ NAJERA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,442,,ALUMNOS,actualizacion_ilife,2026-06-02 23:48:26,,
137,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_PROFR_NARCISO_RAMOS_GALICIA_09DPR2953Y_09DPR2953Y,PROFR NARCISO RAMOS GALICIA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,612,,ALUMNOS,actualizacion_ilife,2026-06-02 23:49:14,,
115,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_PADRE_MIER_09DPR1338E_09DPR1338E,PADRE MIER,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,364,,ALUMNOS,actualizacion_ilife,2026-06-02 23:38:01,actualizacion_ilife,2026-06-03 22:15:18
119,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_MELCHOR_OCAMPO_09DJN0379H_09DJN0379H,MELCHOR OCAMPO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,110,,ALUMNOS,actualizacion_ilife,2026-06-02 23:39:42,actualizacion_ilife,2026-06-03 22:17:09
125,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_LUXEMBURGO_09DPR2218Z_09DPR2218Z,LUXEMBURGO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,365,,ALUMNOS,actualizacion_ilife,2026-06-02 23:43:24,actualizacion_ilife,2026-06-03 22:22:30
1367,PLATSOBSE_DGCOP_MTTO_MERCADOS_AMPLIACION_CASAS_ALEMAN_35,AMPLIACION CASAS ALEMAN,MANTENIMIENTO A MERCADOS PUBLICOS,,DGCOP,LOCALES BENEFICIADOS,192,,LOCALES,actualizacion_dgcop,2026-06-08 19:23:03,,
149,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_SECUNDARIA_TECNICA_34_LUIS_MASSIU_09DST0034Q_09DST0034Q,SECUNDARIA TECNICA 34 LUIS MASSIU,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,824,,ALUMNOS,actualizacion_ilife,2026-06-02 23:58:02,,
151,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_MIXQUIC_09DJN0644P_09DJN0644P,MIXQUIC,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,173,,ALUMNOS,actualizacion_ilife,2026-06-02 23:59:03,,
153,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_CRISTOBAL_COLON_09DPR2027I_09DPR2027I,CRISTOBAL COLON,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,809,,ALUMNOS,actualizacion_ilife,2026-06-03 0:00:14,,
154,PLATSOBSE_DGPEST_BALON_BARRIO_PRUEBA_319,PRUEBA,EL BALON VUELVE AL BARRIO,,DGPEST,POBLACION BENEFICIADA (500 M),20000,,PERSONAS,geoestadistica,2026-06-03 1:08:27,,
17,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_INSURGENTES_09DJN0488O_09DJN0488O,INSURGENTES,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,187,,ALUMNOS,actualizacion_ilife,2026-06-02 21:46:21,actualizacion_ilife,2026-06-03 1:23:58
159,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_TECNICA_72_09DST0072T_09DST0072T,ESCUELA SECUNDARIA TECNICA 72,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,1040,,ALUMNOS,actualizacion_ilife,2026-06-03 1:29:07,,
141,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_WILFRIDO_MASSIEU_09DPR2999T_09DPR2999T,WILFRIDO MASSIEU,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,360,,ALUMNOS,actualizacion_ilife,2026-06-02 23:51:25,actualizacion_ilife,2026-06-03 22:25:25
145,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_JUAN_AMOS_COMENIO_09DES0157H_09DES0157H,JUAN AMOS COMENIO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,710,,ALUMNOS,actualizacion_ilife,2026-06-02 23:53:12,actualizacion_ilife,2026-06-03 22:26:58
147,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_ESPERANZA_LOPEZ_MATEOS_09DPR1974D_09DPR1974D,ESPERANZA LOPEZ MATEOS,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,549,,ALUMNOS,actualizacion_ilife,2026-06-02 23:54:16,actualizacion_ilife,2026-06-03 22:27:55
1368,PLATSOBSE_DGCOP_MTTO_MERCADOS_AMPLIACION_CASAS_ALEMAN_35,AMPLIACION CASAS ALEMAN,MANTENIMIENTO A MERCADOS PUBLICOS,,DGCOP,LOCATARIOS BENEFICIADOS,384,,LOCATARIOS,actualizacion_dgcop,2026-06-08 19:23:03,,
241,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_TECNICA_49_09DST0049S_09DST0049S,ESCUELA SECUNDARIA TECNICA 49,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,603,,ALUMNOS,actualizacion_ilife,2026-06-03 19:51:22,,
243,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_TECNICA_43_09DST0043Y_09DST0043Y,ESCUELA SECUNDARIA TECNICA 43,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,1465,,ALUMNOS,actualizacion_ilife,2026-06-03 19:52:59,,
245,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_CAI_SEP_NO_16_JEAN_PIAGET_09DDI0016C_09DDI0016C,CAI SEP NO 16 JEAN PIAGET,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,46,,ALUMNOS,actualizacion_ilife,2026-06-03 19:58:48,,
247,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_MAESTRO_JOSE_GUADALUPE_NAJERA_JIMENEZ_09DPR0135C_09DPR0135C,MAESTRO JOSE GUADALUPE NAJERA JIMENEZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,198,,ALUMNOS,actualizacion_ilife,2026-06-03 20:00:26,,
249,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_FRANCISCO_MONTERDE_09DES0162T_09DES0162T,FRANCISCO MONTERDE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,671,,ALUMNOS,actualizacion_ilife,2026-06-03 20:01:25,,
251,PLATSOBSE_ILIFE_1_2_3_ESCUELAS_JARDIN_DE_NI_OS_ANEXO_CENTRO_ESCOLAR_REVOLUCION_09DJN0742Q_09DJN0742Q,JARDIN DE NIÑOS ANEXO CENTRO ESCOLAR REVOLUCION,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,ILIFE,ALUMNOS BENEFICIADOS,99,,ALUMNOS,actualizacion_ilife,2026-06-03 20:06:09,,
1369,PLATSOBSE_DGCOP_MTTO_MERCADOS_AMPLIACION_CASAS_ALEMAN_35,AMPLIACION CASAS ALEMAN,MANTENIMIENTO A MERCADOS PUBLICOS,,DGCOP,SUPERFICIE DE INTERVENCIÓN,3345,,METROS CUADRADOS,actualizacion_dgcop,2026-06-08 19:23:03,,
