id,clave_unica,nombre_obra,programa,area,dg,indicador,valor,valor_texto,unidad_medida,usuario_actualizacion,fecha_captura,usuario_edicion,fecha_edicion
567,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GRAL_MIGUEL_NEGRETE_09DPR1544N_09DPR1544N,GRAL. MIGUEL NEGRETE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,386,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:37:12,,
569,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_JOSE_LOPEZ_PORTILLO_Y_ROJAS_09DPR2645S_09DPR2645S,JOSE LOPEZ PORTILLO Y ROJAS,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,540,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:37:31,,
571,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_TECNICA_40_09DST0040A_09DST0040A,ESCUELA SECUNDARIA TECNICA 40,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,744,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:37:53,,
573,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_DOMINGO_F_SARMIENTO_09DPR0985C_09DPR0985C,DOMINGO F. SARMIENTO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,456,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:38:14,,
575,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MACHTITEOPAN_09DPR0851N_09DPR0851N,MACHTITEOPAN,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,508,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:38:40,,
577,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_15_DE_SEPTIEMBRE_09DPR1580S_09DPR1580S,15 DE SEPTIEMBRE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,128,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:39:01,,
579,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_TECNICA_26_09DST0026H_09DST0026H,ESCUELA SECUNDARIA TECNICA 26,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,284,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:39:21,,
581,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_SALVADOR_TREJO_ESCOBEDO_09DPR2002Z_09DPR2002Z,SALVADOR TREJO ESCOBEDO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,738,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:39:45,,
583,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_CUAHILAMA_09DPR2044Z_09DPR2044Z,CUAHILAMA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,451,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:40:09,,
585,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GILBERTO_BORJA_NAVARRETE_09DES0282F_09DES0282F,GILBERTO BORJA NAVARRETE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,191,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:40:31,,
587,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MTRO_LUIS_CHAVEZ_OROZCO_09DPR0937T_09DPR0937T,MTRO. LUIS CHAVEZ OROZCO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,350,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:40:56,,
589,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_TECNICA_36_09DST0036O_09DST0036O,ESCUELA SECUNDARIA TECNICA 36,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,846,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:41:17,,
593,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ELISEO_BANDALA_FERNANDEZ_09DPR2802S_09DPR2802S,ELISEO BANDALA FERNANDEZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,212,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:41:58,actualizacion_dgcop,2026-06-05 18:56:51
1395,PLATSOBSE_DGCOP_MTTO_MERCADOS_XOCHIMILCO_ZONA_XOCHITL_75,XOCHIMILCO ZONA (XOCHITL),MANTENIMIENTO A MERCADOS PUBLICOS,,DGCOP,LOCALES BENEFICIADOS,968,,LOCALES,actualizacion_dgcop,2026-06-08 19:26:51,,
1396,PLATSOBSE_DGCOP_MTTO_MERCADOS_XOCHIMILCO_ZONA_XOCHITL_75,XOCHIMILCO ZONA (XOCHITL),MANTENIMIENTO A MERCADOS PUBLICOS,,DGCOP,LOCATARIOS BENEFICIADOS,1936,,LOCATARIOS,actualizacion_dgcop,2026-06-08 19:26:51,,
1397,PLATSOBSE_DGCOP_MTTO_MERCADOS_XOCHIMILCO_ZONA_XOCHITL_75,XOCHIMILCO ZONA (XOCHITL),MANTENIMIENTO A MERCADOS PUBLICOS,,DGCOP,SUPERFICIE DE INTERVENCIÓN,8437,,METROS CUADRADOS,actualizacion_dgcop,2026-06-08 19:26:51,,
1496,PLATSOBSE_DGCOP_CASA_3R_PILARES_PENSIL_2,PILARES PENSIL,"SISTEMA PUBLICO DE CUIDADOS ""CASA DE LAS 3RS""",,DGCOP,SUPERFICIE DEL PREDIO,1938,,METROS CUADRADOS,actualizacion_dgcop,2026-06-08 23:20:25,,
1497,PLATSOBSE_DGCOP_CASA_3R_PILARES_PENSIL_2,PILARES PENSIL,"SISTEMA PUBLICO DE CUIDADOS ""CASA DE LAS 3RS""",,DGCOP,SUPERFICIE DE INTERVENCIÓN,915,,METROS CUADRADOS,actualizacion_dgcop,2026-06-08 23:20:25,,
1498,PLATSOBSE_DGCOP_CASA_3R_PILARES_PENSIL_2,PILARES PENSIL,"SISTEMA PUBLICO DE CUIDADOS ""CASA DE LAS 3RS""",,DGCOP,SUPERFICIE DE CONSTRUCCIÓN,915,,METROS CUADRADOS,actualizacion_dgcop,2026-06-08 23:20:25,,
1499,PLATSOBSE_DGCOP_CASA_3R_PILARES_PENSIL_2,PILARES PENSIL,"SISTEMA PUBLICO DE CUIDADOS ""CASA DE LAS 3RS""",,DGCOP,POBLACION BENEFICIADA (1.5KM),163961,,PERSONAS,actualizacion_dgcop,2026-06-08 23:20:25,,
1559,PLATSOBSE_DGCOP_PUENTES_VEHICULARES_VIRGEN_70,VIRGEN,REHABILITACION Y CONSTRUCCION DE PUENTES VEHICULARES,,DGCOP,LONGITUD,219,,METROS LINEALES,actualizacion_dgcop,2026-06-09 1:26:34,,
1560,PLATSOBSE_DGCOP_PUENTES_VEHICULARES_VIRGEN_70,VIRGEN,REHABILITACION Y CONSTRUCCION DE PUENTES VEHICULARES,,DGCOP,SUPERFICIE DE INTERVENCIÓN,2161,,METROS CUADRADOS,actualizacion_dgcop,2026-06-09 1:26:34,,
1627,PLATSOBSE_DGCOP_PUENTES_PEATONALES_AV_RIO_CHURUBUSCO_ESQUINA_CON_ORIENTE_106_52,AV. RIO CHURUBUSCO ESQUINA CON ORIENTE 106,REHABILITACION Y CONSTRUCCION DE PUENTES PEATONALES,,DGCOP,LONGITUD,231,,METROS LINEALES,actualizacion_dgcop,2026-06-09 17:00:05,,
1628,PLATSOBSE_DGCOP_PUENTES_PEATONALES_AV_RIO_CHURUBUSCO_ESQUINA_CON_ORIENTE_106_52,AV. RIO CHURUBUSCO ESQUINA CON ORIENTE 106,REHABILITACION Y CONSTRUCCION DE PUENTES PEATONALES,,DGCOP,SUPERFICIE DE INTERVENCIÓN,384,,METROS CUADRADOS,actualizacion_dgcop,2026-06-09 17:00:05,,
1630,PLATSOBSE_DGCOP_CASA_3R_PILARES_ARBOL_DEL_CONOCIMIENTO_7,PILARES ARBOL DEL CONOCIMIENTO,"SISTEMA PUBLICO DE CUIDADOS ""CASA DE LAS 3RS""",,DGCOP,SUPERFICIE DEL PREDIO,6697,,METROS CUADRADOS,actualizacion_dgcop,2026-06-09 17:07:57,,
1631,PLATSOBSE_DGCOP_CASA_3R_PILARES_ARBOL_DEL_CONOCIMIENTO_7,PILARES ARBOL DEL CONOCIMIENTO,"SISTEMA PUBLICO DE CUIDADOS ""CASA DE LAS 3RS""",,DGCOP,SUPERFICIE DE INTERVENCIÓN,1140,,METROS CUADRADOS,actualizacion_dgcop,2026-06-09 17:07:57,,
1632,PLATSOBSE_DGCOP_CASA_3R_PILARES_ARBOL_DEL_CONOCIMIENTO_7,PILARES ARBOL DEL CONOCIMIENTO,"SISTEMA PUBLICO DE CUIDADOS ""CASA DE LAS 3RS""",,DGCOP,SUPERFICIE DE CONSTRUCCIÓN,1140,,METROS CUADRADOS,actualizacion_dgcop,2026-06-09 17:07:57,,
1633,PLATSOBSE_DGCOP_CASA_3R_PILARES_ARBOL_DEL_CONOCIMIENTO_7,PILARES ARBOL DEL CONOCIMIENTO,"SISTEMA PUBLICO DE CUIDADOS ""CASA DE LAS 3RS""",,DGCOP,POBLACION BENEFICIADA (1.5KM),155565,,PERSONAS,actualizacion_dgcop,2026-06-09 17:07:57,,
1591,PLATSOBSE_DGCOP_PUENTES_VEHICULARES_ANILLO_PERIFERICO_GLORIETA_DE_VAQUERITOS_82,ANILLO PERIFERICO (GLORIETA DE VAQUERITOS),REHABILITACION Y CONSTRUCCION DE PUENTES VEHICULARES,,DGCOP,LONGITUD,586,,METROS LINEALES,actualizacion_dgcop,2026-06-09 16:29:59,actualizacion_dgcop,2026-06-09 18:59:14
591,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_EJERCITO_MEXICANO_09DIX0002N_09DIX0002N,EJERCITO MEXICANO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,115,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:41:39,,
595,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_RABINDRANATH_TAGORE_09DES0121T_09DES0121T,RABINDRANATH TAGORE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,536,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:42:20,,
597,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_BLAS_GALINDO_09DES0314H_09DES0314H,BLAS GALINDO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,660,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:42:39,,
599,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_TELESECUNDARIA_NUMERO_101_09DTV0101L_09DTV0101L,TELESECUNDARIA NUMERO 101,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,151,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:44:04,,
601,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ING_JOAQUIN_GALLO_MONTERRUBIO_09DPR0943D_09DPR0943D,ING. JOAQUIN GALLO MONTERRUBIO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,265,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:44:45,,
603,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_PRESIDENTE_VICENTE_ROCAFUERTE_09DPR0122Z_09DPR0122Z,PRESIDENTE VICENTE ROCAFUERTE,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,511,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:45:12,,
605,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_JOSE_VASCONCELOS_09DES0315G_09DES0315G,JOSE VASCONCELOS,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,553,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:45:36,,
607,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MIGUEL_RAMIREZ_CASTANEDA_09DPR2010I_09DPR2010I,MIGUEL RAMIREZ CASTANEDA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,307,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:45:59,,
609,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_PROFR_EFREN_NUNEZ_MATA_09DPR3027P_09DPR3027P,PROFR. EFREN NUNEZ MATA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,477,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:46:22,,
611,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MA_ELENA_CHANES_09DJN0701Q_09DJN0701Q,MA. ELENA CHANES,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,184,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:46:43,,
613,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_TECNICA_20_09DST0020N_09DST0020N,ESCUELA SECUNDARIA TECNICA 20,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,731,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:47:04,,
615,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_CUICACALLI_09DJN1222O_09DJN1222O,CUICACALLI,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,221,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:47:28,,
617,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_CENTRO_DE_ATENCION_MULTIPLE_NO_86_09DML0056Z_09DML0056Z,CENTRO DE ATENCION MULTIPLE No. 86,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,68,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:47:52,,
619,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ESCUELA_SECUNDARIA_DIURNA_JUAN_ALVAREZ_09DES0338R_09DES0338R,ESCUELA SECUNDARIA DIURNA JUAN ALVAREZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,284,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:48:47,,
621,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ESTADO_DE_JALISCO_09DPR1572J_09DPR1572J,ESTADO DE JALISCO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,155,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:49:20,,
623,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MAURITANIA_09DPR2233R_09DPR2233R,MAURITANIA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,835,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:49:42,,
1399,PLATSOBSE_DGCOP_MTTO_MERCADOS_PROGRESO_NACIONAL_33,PROGRESO NACIONAL,MANTENIMIENTO A MERCADOS PUBLICOS,,DGCOP,LOCALES BENEFICIADOS,274,,LOCALES,actualizacion_dgcop,2026-06-08 19:27:08,,
1400,PLATSOBSE_DGCOP_MTTO_MERCADOS_PROGRESO_NACIONAL_33,PROGRESO NACIONAL,MANTENIMIENTO A MERCADOS PUBLICOS,,DGCOP,LOCATARIOS BENEFICIADOS,548,,LOCATARIOS,actualizacion_dgcop,2026-06-08 19:27:08,,
1401,PLATSOBSE_DGCOP_MTTO_MERCADOS_PROGRESO_NACIONAL_33,PROGRESO NACIONAL,MANTENIMIENTO A MERCADOS PUBLICOS,,DGCOP,SUPERFICIE DE INTERVENCIÓN,5238,,METROS CUADRADOS,actualizacion_dgcop,2026-06-08 19:27:08,,
1501,PLATSOBSE_DGCOP_ALBERGUES_CAIS_VASCO_DE_QUIROGA_2,CAIS VASCO DE QUIROGA,REHABILITACION DE INFRAESTRUCTURA PUBLICA (ALBERGUES),,DGCOP,CAPACIDAD,380,,PERSONAS,actualizacion_dgcop,2026-06-08 23:42:00,,
1503,PLATSOBSE_DGCOP_ALBERGUES_CAMHU_BOCANEGRA_CAIS_MARINA_1,CAMHU BOCANEGRA (CAIS MARINA),REHABILITACION DE INFRAESTRUCTURA PUBLICA (ALBERGUES),,DGCOP,CAPACIDAD,215,,PERSONAS,actualizacion_dgcop,2026-06-08 23:42:16,,
1562,PLATSOBSE_DGCOP_CASA_3R_DIF_MUYUGUARDA_3,DIF MUYUGUARDA,"SISTEMA PUBLICO DE CUIDADOS ""CASA DE LAS 3RS""",,DGCOP,SUPERFICIE DEL PREDIO,4700,,METROS CUADRADOS,actualizacion_dgcop,2026-06-09 1:28:10,,
1563,PLATSOBSE_DGCOP_CASA_3R_DIF_MUYUGUARDA_3,DIF MUYUGUARDA,"SISTEMA PUBLICO DE CUIDADOS ""CASA DE LAS 3RS""",,DGCOP,SUPERFICIE DE INTERVENCIÓN,2400,,METROS CUADRADOS,actualizacion_dgcop,2026-06-09 1:28:10,,
1564,PLATSOBSE_DGCOP_CASA_3R_DIF_MUYUGUARDA_3,DIF MUYUGUARDA,"SISTEMA PUBLICO DE CUIDADOS ""CASA DE LAS 3RS""",,DGCOP,SUPERFICIE DE CONSTRUCCIÓN,0,,METROS CUADRADOS,actualizacion_dgcop,2026-06-09 1:28:10,,
1565,PLATSOBSE_DGCOP_CASA_3R_DIF_MUYUGUARDA_3,DIF MUYUGUARDA,"SISTEMA PUBLICO DE CUIDADOS ""CASA DE LAS 3RS""",,DGCOP,POBLACION BENEFICIADA (1.5KM),74789,,PERSONAS,actualizacion_dgcop,2026-06-09 1:28:10,actualizacion_dgcop,2026-06-09 1:31:32
1635,PLATSOBSE_DGCOP_PUENTES_PEATONALES_AV_GALINDO_Y_VILLA_JARDIN_BALBUENA_36,"AV. GALINDO Y VILLA, JARDIN BALBUENA",REHABILITACION Y CONSTRUCCION DE PUENTES PEATONALES,,DGCOP,LONGITUD,119,,METROS LINEALES,actualizacion_dgcop,2026-06-09 17:37:26,,
1636,PLATSOBSE_DGCOP_PUENTES_PEATONALES_AV_GALINDO_Y_VILLA_JARDIN_BALBUENA_36,"AV. GALINDO Y VILLA, JARDIN BALBUENA",REHABILITACION Y CONSTRUCCION DE PUENTES PEATONALES,,DGCOP,SUPERFICIE DE INTERVENCIÓN,240,,METROS CUADRADOS,actualizacion_dgcop,2026-06-09 17:37:26,,
1621,PLATSOBSE_DGCOP_PUENTES_VEHICULARES_AUTOPISTA_MEXICO_MARQUESA_SANTA_FE_81,AUTOPISTA MEXICO MARQUESA (SANTA FE),REHABILITACION Y CONSTRUCCION DE PUENTES VEHICULARES,,DGCOP,LONGITUD,276,,METROS LINEALES,actualizacion_dgcop,2026-06-09 16:45:37,actualizacion_dgcop,2026-06-09 19:00:24
1707,PLATSOBSE_DGCOP_PUENTES_VEHICULARES_AV_CHAPULTEPEC_Y_CIRCUITO_INTERIOR_PV_435_56,AV. CHAPULTEPEC Y CIRCUITO INTERIOR PV-435,REHABILITACION Y CONSTRUCCION DE PUENTES VEHICULARES,,DGCOP,LONGITUD,339,,METROS LINEALES,actualizacion_dgcop,2026-06-09 19:34:55,,
1708,PLATSOBSE_DGCOP_PUENTES_VEHICULARES_AV_CHAPULTEPEC_Y_CIRCUITO_INTERIOR_PV_435_56,AV. CHAPULTEPEC Y CIRCUITO INTERIOR PV-435,REHABILITACION Y CONSTRUCCION DE PUENTES VEHICULARES,,DGCOP,SUPERFICIE DE INTERVENCIÓN,4569,,METROS CUADRADOS,actualizacion_dgcop,2026-06-09 19:34:55,,
1710,PLATSOBSE_DGCOP_PUENTES_VEHICULARES_AV_DE_LAS_FUENTES_Y_COFRE_PV_349_58,AV. DE LAS FUENTES Y COFRE PV-349,REHABILITACION Y CONSTRUCCION DE PUENTES VEHICULARES,,DGCOP,LONGITUD,141,,METROS LINEALES,actualizacion_dgcop,2026-06-09 19:36:00,,
1711,PLATSOBSE_DGCOP_PUENTES_VEHICULARES_AV_DE_LAS_FUENTES_Y_COFRE_PV_349_58,AV. DE LAS FUENTES Y COFRE PV-349,REHABILITACION Y CONSTRUCCION DE PUENTES VEHICULARES,,DGCOP,SUPERFICIE DE INTERVENCIÓN,363,,METROS CUADRADOS,actualizacion_dgcop,2026-06-09 19:36:00,,
1719,PLATSOBSE_DGCOP_PUENTES_VEHICULARES_AV_LUIS_CABRERA_PV_778_38,AV. LUIS CABRERA PV-778,REHABILITACION Y CONSTRUCCION DE PUENTES VEHICULARES,,DGCOP,LONGITUD,1659,,METROS LINEALES,actualizacion_dgcop,2026-06-09 19:37:36,,
1720,PLATSOBSE_DGCOP_PUENTES_VEHICULARES_AV_LUIS_CABRERA_PV_778_38,AV. LUIS CABRERA PV-778,REHABILITACION Y CONSTRUCCION DE PUENTES VEHICULARES,,DGCOP,SUPERFICIE DE INTERVENCIÓN,11700,,METROS CUADRADOS,actualizacion_dgcop,2026-06-09 19:37:36,,
1725,PLATSOBSE_DGCOP_PUENTES_VEHICULARES_BIFURCACION_DE_AUTOPISTA_MEXICO_PUEBLA_DIR_AMADOR_SALAZAR_A_CALZ_ERMITA_IZTAPALAPA_DIR_EJE_6_AV_DE_LAS_TORRES_CONCORDIA_14,BIFURCACION DE AUTOPISTA MEXICO-PUEBLA (DIR. AMADOR SALAZAR) A CALZ. ERMITA IZTAPALAPA (DIR. EJE 6 AV. DE LAS TORRES) (CONCORDIA),REHABILITACION Y CONSTRUCCION DE PUENTES VEHICULARES,,DGCOP,LONGITUD,228,,METROS LINEALES,actualizacion_dgcop,2026-06-09 19:46:30,,
625,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_JOSE_ARTEAGA_09DES0020V_09DES0020V,JOSE ARTEAGA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,333,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:50:05,,
627,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_LIC_ERNESTO_ENRIQUEZ_09DPR0977U_09DPR0977U,LIC. ERNESTO ENRIQUEZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,226,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:50:29,,
629,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_REPUBLICA_DE_COLOMBIA_09DES0081I_09DES0081I,REPUBLICA DE COLOMBIA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,465,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:50:51,,
631,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_INDEPENDENCIA_ECONOMICA_DE_MEXICO_09DPR2069H_09DPR2069H,INDEPENDENCIA ECONOMICA DE MEXICO,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,673,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:52:54,,
633,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_PROFRA_EMMA_OLGUIN_HERMIDA_09DJN0415W_09DJN0415W,PROFRA. EMMA OLGUIN HERMIDA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,219,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:54:50,,
635,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_PROFR_ELISEO_BANDALA_FERNANDEZ_09DPR3091Q_09DPR3091Q,PROFR. ELISEO BANDALA FERNANDEZ,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,475,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:56:08,,
639,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_CENTRO_DE_ATENCION_MULTIPLE_NO_19_09DML0048Q_09DML0048Q,CENTRO DE ATENCION MULTIPLE No. 19,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,201,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:57:37,,
641,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_MIXCOATL_09DPR2914W_09DPR2914W,MIXCOATL,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,412,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:58:04,,
643,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_GUADALUPE_VICTORIA_09DES0268M_09DES0268M,GUADALUPE VICTORIA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,276,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:58:29,,
645,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_TLACAELEL_09DJN0448N_09DJN0448N,TLACAELEL,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,91,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:58:52,,
647,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ALVARO_OBREGON_09DES0271Z_09DES0271Z,ALVARO OBREGON,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,534,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:59:20,,
649,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_ENRIQUE_DUNANT_09DJN1090N_09DJN1090N,ENRIQUE DUNANT,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,216,,ALUMNOS,actualizacion_dgcop,2026-06-05 18:59:41,,
651,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_REPUBLICA_DE_COSTA_RICA_09DPR1792V_09DPR1792V,REPUBLICA DE COSTA RICA,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,357,,ALUMNOS,actualizacion_dgcop,2026-06-05 19:00:02,,
653,PLATSOBSE_DGCOP_1_2_3_ESCUELAS_PEDRO_ROMERO_DE_TERREROS_09DPR1048O_09DPR1048O,PEDRO ROMERO DE TERREROS,"1,2,3 POR MI ESCUELA RENOVAR PARA TRANSFORMAR",,DGCOP,ALUMNOS BENEFICIADOS,435,,ALUMNOS,actualizacion_dgcop,2026-06-05 19:00:22,,
