id,uuid,clave_unica,NOMBRE_OBRA,BLOQUE_MUNDIAL,CLAVE_EJE,NOMBRE_EJE,PROGRAMA,CLAVE_PROGRAMA,DG,ORIGEN DEL COMPROMISO,YEAR,FECHA ACTUALIZACION,USUARIO ACTUALIZACION,FECHA INAUGURACION,MOTIVO CANCELACION,ESTATUS,AVANCE REAL,RESPONSABLE_DG,TIPO,SUPERFICIE_M2,MATERIAL,OBSERVACIONES,SEGUIMIENTO,geom,URL DE GOOGLE MAPS,CALLE/DOMICILIO,ALCALDIA,COLONIA,created_at,updated_at,estatus_registro,motivo_baja,observaciones_baja,fecha_baja,usuario_baja,creado_por,fecha_creacion,IDENTIFICADOR
57,50e6dc0e-e855-4220-8933-b1593f50fb97,PLATSOBSE-DGSUS-YOLOTL-SANTA_URSULA_COAPA_(PBLO)-57,SANTA URSULA COAPA (PBLO),15.0,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,YOLOTL ANAHUAC,YOLOTL,DGSUS,OBRAS DEL MUNDIAL,2025,2026-05-27 17:42:44.232,actualizacion_dgsus,2026-05-22,,ENTREGADO,100,LUIS PEREZ,YOLOTL ANAHUAC,699228.813074123,,,DGSUS,0106000020E61000000100000001030000000100000050000000183EA75837C958C010203AC9B15033400878CAA637C958C05024D477C05033407408C80637C958C0806060B8C6503340082EBE2336C958C0507F22E0CE50334054E6011934C958C0F0C250A7E1503340004DD7C631C958C08017A509E35033407C1E496C2FC958C0A0ADFC00F75033407891E80F2EC958C0D0B50758F55033409C6BFE482AC958C0C00E71C3EF503340548EA17626C958C0309DEC1DEA503340342410B122C958C0608B5B8BE45033409C235A611FC958C0D0A3C5A6DF5033402CD284671BC958C00018DDC6D9503340A099CE5018C958C0007BAA36D5503340B4586C4BF4C858C0B000614AA050334018A25CCDF2C858C0D08006199E5033404C70AAEFFAC858C00011F4263B50334088E5C675FEC858C0A0384D1E0D5033408451708E00C958C0700D84D8F44F33403085070205C958C00098417DC34F3340101206BF09C958C050448A718A4F334088B214240FC958C0D07F14664E4F33408C182FD80FC958C0006A3391464F3340C0E53CC412C958C020AE550B264F334068A2264514C958C0004F327B1B4F334054FFE06A15C958C0001FED6B134F334090467BC916C958C0B03308CD094F3340D010601F1DC958C0A03EB424E54E3340C409B21127C958C0C0569F97AB4E33407824F7D43FC958C000F18236204E334058C010365FC958C0E039C4A87B4D3340709A3A4F61C958C0508B15CD7F4D3340C0D5797B69C958C02060B0C68F4D3340900102ED73C958C0F0C682C0CA4D3340A080D31886C958C0C0D1EBDAF74D3340DC67FBB187C958C0109E1264FC4D33402C47CB438BC958C0D0A409E0034E33406C2528D29EC958C0B00F78732B4E33407C73F2039BC958C0B0E0B11A4B4E33407023540B99C958C00078AD805B4E334098B25C4C98C958C0303B8F8E614E3340F415D6E891C958C0D0B6DB77904E334034EB643495C958C0E05F00DF964E3340681EE12E94C958C020E7CD93A54E3340F839C81992C958C0A03DFC36BC4E3340ECCD391491C958C0E0AC9B9FC94E3340941C6D6E90C958C060B4D5EBD44E3340CC8F83198FC958C010849D9AD34E33406CC4AA2C86C958C050D6EF54C84E3340B065DBC485C958C05025AB74D24E334054F02A9B7FC958C0A077682F154F3340BCD2D7237DC958C080D8044B124F33409417F4177CC958C050AFF510114F33402CC24FA076C958C0108F88D0104F3340880183B174C958C0E0EE48CE0D4F3340640D8C1274C958C0400448710A4F3340386ECCB072C958C050D4A9F5024F3340A87D3A666CC958C010C9D085054F3340C05F6DD66AC958C0707A269B064F3340C41B51CF69C958C080C064900E4F33408451B26D68C958C090A491FE1C4F3340000ED63668C958C05061D4422C4F334034DB65A057C958C0C08A1EC4294F33403077FB144DC958C0B089A5462A4F334034D1E30F4CC958C0F01F1CD0774F334088FCE32356C958C00075EFC3834F3340680A9B1451C958C0A0C84741BF4F3340C06E9C744FC958C070D6623AC64F33403486051B4FC958C0502B300CD44F3340240578F94AC958C0404B38B3025033409427BF3248C958C060CC184528503340F0EE7D0351C958C040FDD54932503340BC6AE8094FC958C0B04674C948503340B43D94C14DC958C06002C165575033408847CBE448C958C090F933CA8E5033408849E6583FC958C05035D4A4885033405831216835C958C010A649178B503340186E8AE834C958C08014721294503340B076498F34C958C0B07ED5C49F503340183EA75837C958C010203AC9B1503340,"https://www.google.com/maps/place/Sta.+%C3%9Arsula+Coapa,+Ciudad+de+M%C3%A9xico,+CDMX/@19.3096307,-99.1494312,1644m/data=!3m2!1e3!4b1!4m6!3m5!1s0x85ce01b4ee5f8f3b:0x29a74b0c42af54ad!8m2!3d19.3098992!4d-99.1435398!16s%2Fg%2F11b5m18crt?entry=ttu&g_ep=EgoyM",,COYOACÁN,SANTA URSULA COAPA (PBLO),2026-05-08 00:51:48.793,2026-05-08 00:51:48.793,ACTIVO,,,,,,,
48,cbc2e796-7f8c-483d-b176-d10fec862176,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-BARRIO_NORTE-48,BARRIO NORTE,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,CIUDAD ILUMINADA: COMUNIDAD SEGURA,COMUNIDAD_SEGURA,DGSUS,CASA POR CASA,2024,,,,,TERMINADO,100,LUIS PEREZ,COMUNIDAD SEGURA,307073.003975928,,,DGSUS,0106000020E6100000010000000103000000010000007A000000343281491ECD58C0306531688D613340D07C34D61DCD58C06048D84387613340C0CC57B51CCD58C010A973D786613340D0EF9FDC1BCD58C0E083E46A85613340C03FC3BB1ACD58C0E0FAD1C7846133405C081AC619CD58C0D06BDBED82613340644466BD18CD58C0703AC15C836133404C90225917CD58C030136A5E82613340C405576816CD58C0200B2CF280613340A810CC3815CD58C09029AEE17D61334034D2E84C14CD58C080A1D5627D61334054D524C212CD58C000D88FD27C6133403C411F2411CD58C0708CAE667C61334060A881C90FCD58C030EC0FD67B6133404834BF8B0ECD58C05074DE207B613340F80416310DCD58C00043F9B47961334074DA22B70BCD58C0E03BD09D796133400076A63D0ACD58C0A08F496A78613340309C726707CD58C0E02718EB766133408855958B04CD58C0705B63D0746133407879D66C06CD58C0F0C8880E68613340802580E707CD58C060877F402D613340406D21DF08CD58C0202A5FBB0F6133401038643909CD58C0C091AB7E00613340989B9C5A09CD58C0C0F061E3FA6033400C3AA5E409CD58C0401A60F6E360334078BBF7BC0BCD58C010C24FEEB16033406C70EEE60ACD58C0808366E0B26033407017F1E706CD58C0C0283C8DB460334008D3512DFFCC58C000E6CC8FB7603340B47066A7F6CC58C000786691BB603340D8AEF4D1F3CC58C0409E150FBD603340F03F0710F4CC58C090C03B13BB6033400C35DF66F5CC58C040519B22B06033403C3010FCF5CC58C0603B6059AB603340BC306956F6CC58C0C0605476A8603340401A9440F7CC58C0B01EF454A0603340E817F48FF8CC58C02008D0AF94603340A47B71A4F9CC58C0F02E4A168B603340D4DB0FD3FACC58C0208E8F94806033405C62DA31FBCC58C0D0DFE2C87F603340E4E8A490FBCC58C090B40BFD7E60334078E4F22703CD58C07074764E8A6033405C2AC75A0BCD58C090BC8BA393603340D0A630B610CD58C0001EAD72996033409CBAD71213CD58C080EBB53B9C6033402C99D00F1BCD58C05093EDA6A560334074A86AA71CCD58C080316B39A76033408C6209D31ECD58C070B1095EA96033403482A00621CD58C050B19B01AA603340A4AA363A23CD58C0108E31A5AA60334028FF5D2226CD58C02020259BAB6033403C0E46E22BCD58C0C0EA2202AB60334044C39E9B2ECD58C060B4734EAA6033408C17025531CD58C0007EC49AA9603340081C37EA36CD58C09022739AA2603340A862E2B13ACD58C090FC03FE9D60334080A951A83ECD58C0805DDAD899603340DCE56F0346CD58C03012F148936033402CE17CC948CD58C0F05494E39060334068DB96704DCD58C070E8F9BA886033405CCD66EF50CD58C0D06B64F68160334020CC34675ACD58C0604202A47060334080ADA9CC5CCD58C0D0DCC8416C60334068F44AD75FCD58C0608339B166603340DC04584163CD58C0B0882F726060334068C3B3F966CD58C0804E369E5B60334094FD52E967CD58C020962A685A603340B868AFED6BCD58C0C0BDBD355560334038EEB3A76CCD58C0407B84E553603340BC73B8616DCD58C0A098249552603340740D9C9D71CD58C04039C1234B603340A81E2C4275CD58C0609A35E643603340C0E1C6D378CD58C0A01341B73C603340847B94967CCD58C040B10A9335603340E4F5412D7ECD58C09064354F4B603340A4E1D7A27FCD58C030B853F65D60334010BC945E80CD58C0407AF4356860334098E7E7CB81CD58C0C0CB634D7E60334058E4697481CD58C030A0B9748260334060D7E48483CD58C070F079619D6033400832B5E384CD58C060346C67A960334020A7243C86CD58C0F0C9B63BB560334090A48CBF86CD58C0F08D7257C0603340148909FD86CD58C0A08B54E3C66033409C504FC487CD58C0A0B84F37CC60334014CF321288CD58C0C04FA94CCE603340C075CFDA8ACD58C0D01D8298C66033408835E9038FCD58C070AEDC0DBB6033405C2135638FCD58C090337505BA603340B81A855391CD58C070C2E02ED26033404C69B59C91CD58C0A069A74ED560334020D598FD91CD58C0E09F557AD86033408C0C0E5692CD58C0E032635FDB60334074A04D3C92CD58C0B0367448DE603340E4EC7D558BCD58C0E082386EE7603340F80135F487CD58C0908882CFEE603340002DEEAC84CD58C0B0F88A5FFC6033406843C7E47FCD58C060B0A5550C613340F8E318D579CD58C00094376623613340AC51C2C777CD58C0E035C5592A613340400AFCFF74CD58C0D05951C931613340C423D2EB64CD58C0A0B25C4556613340047ECB3C64CD58C010C12EBF4F6133401893CF0261CD58C08021A80D56613340A80039AC57CD58C090CDB659486133408C82B46355CD58C0D0DDE61A456133408CB83FE253CD58C05015780E446133403485C99252CD58C010F7699D4461334084A3DA1451CD58C0A0CC6D6746613340280153454ECD58C04048BE4B4E6133405071C5404DCD58C0105FDACC53613340448379A14CCD58C0502062A559613340D4EDCD944CCD58C070DBA6B8606133407CFE8CD64BCD58C0705F5D7061613340C421095333CD58C06078F11979613340547A6A1431CD58C050FE98447B61334064DDC81630CD58C0A02563397C61334024B32B0725CD58C0F0148EE686613340184DDAA424CD58C0E0895A4587613340407E84611FCD58C04061EB598C613340343281491ECD58C0306531688D613340,https://maps.app.goo.gl/pfJW9taL8eU9Vjxg7,,ALVARO OBREGON,BARRIO NORTE,2026-05-08 00:51:48.793,2026-05-08 00:51:48.793,ACTIVO,,,,,,,
60,07629925-f41c-4208-bb0d-b9c3fc3b7642,PLATSOBSE-DGSUS-YOLOTL-PEDREGAL_DE_SANTA_URSULA_I-IV-60,PEDREGAL DE SANTA URSULA I-IV,15.0,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,YOLOTL ANAHUAC,YOLOTL,DGSUS,OBRAS DEL MUNDIAL,2025,2026-05-27 17:43:22.051,actualizacion_dgsus,2026-05-22,,ENTREGADO,100,LUIS PEREZ,YOLOTL ANAHUAC,1844002.13186606,,,DGSUS,0106000020E610000001000000010300000001000000B00000000C91138162C958C0A01966445851334024520EE960C958C0306495FB575133400095F0645AC958C0306878695851334004E6248757C958C08083F280575133400CF83C1055C958C0E03472FF57513340F0E57A6A54C958C0908FAB2058513340788BD67454C958C0906995F0525133409845F4DB55C958C0D022187D2E5133403C24F71C58C958C0F0D0F1240A5133404028113958C958C0606D4B2F075133404CCCD11958C958C0A089FAD0055133401C032B7155C958C080C031ABEA50334028E38BA34FC958C030F91F39D250334008E551354DC958C0E01C8893C95033407CF11E4C46C958C0D09B32C9B750334068CF3D4B42C958C0D0A9A3A4B850334058022AB441C958C0704CEB70C6503340E0B88A7B3FC958C0D0595C3ED4503340D436BD2336C958C0507F22E0CE5033404011C70637C958C0806060B8C65033400878CAA637C958C02001D877C0503340E446A65837C958C0E0FC3DC9B15033407C7F488F34C958C0805BD9C49F503340E47689E834C958C080147212945033405831216835C958C0E0824D178B5033405452E5583FC958C02012D8A4885033405450CAE448C958C090F933CA8E503340B43D94C14DC958C030DFC46557503340BC6AE8094FC958C0B04674C948503340BCF77C0351C958C040FDD549325033406030BE3248C958C060CC184528503340240578F94AC958C0404B38B3025033403486051B4FC958C03008340CD44F3340C06E9C744FC958C070D6623AC64F334034139A1451C958C070A54B41BF4F33405405E32356C958C00075EFC3834F334000DAE20F4CC958C0F01F1CD0774F33403077FB144DC958C0B089A5462A4F334000E464A057C958C0C08A1EC4294F3340CC16D53668C958C05061D4422C4F33408451B26D68C958C0608195FE1C4F3340C41B51CF69C958C0509D68900E4F3340C05F6DD66AC958C0707A269B064F3340748639666CC958C010C9D085054F3340386ECCB072C958C050D4A9F5024F334030168B1274C958C0400448710A4F3340540A82B174C958C0C0CB4CCE0D4F33402CC24FA076C958C0108F88D0104F33406020F3177CC958C050AFF510114F334088DBD6237DC958C050B5084B124F334054F02A9B7FC958C0A077682F154F33407C6EDAC485C958C02002AF74D24E334038CDA92C86C958C050D6EF54C84E3340989882198FC958C010849D9AD34E334060256C6E90C958C060B4D5EBD44E3340ECCD391491C958C0E0AC9B9FC94E3340F839C81992C958C0701A0037BC4E33403427E02E94C958C020E7CD93A54E334000F4633495C958C0E05F00DF964E3340C01ED5E891C958C0A093DF77904E334098B25C4C98C958C00018938E614E33407023540B99C958C0D054B1805B4E3340487CF1039BC958C0B0E0B11A4B4E33406C2528D29EC958C0B00F78732B4E3340F84FCA438BC958C0D0A409E0034E3340A870FAB187C958C0F07A1664FC4D3340A080D31886C958C090AEEFDAF74D3340ECB8EDD08DC958C0209C5A28FC4D33407C8DF5BF94C958C0D0F32337FD4D33401CE38C699AC958C000D15D3B074E334068161799A1C958C0B09BDC35194E3340B068CCC2A8C958C080FBB99E2A4E334068F9B1FFB0C958C0A00149D23D4E334074C9AC29B7C958C0D0D49BFC474E334010F15BFABAC958C05024C8104A4E3340ACE42410C6C958C0F0E18F48464E334024499A56CCC958C090722D293D4E3340086A55ACCEC958C01023D2113B4E3340E868C093D0C958C080CE6EE1374E3340F8888D53D9C958C070C65675244E334074876588E3C958C0506E18091A4E3340AC25F70AE4C958C06098DD091F4E33405860506CE4C958C0C0C016481E4E3340945D0D4BE4C958C0F005B878254E334080D7FEE6E4C958C080E62F02294E3340A0CE9624E6C958C0404461A5274E3340F0FA9EE0E6C958C0C006CC45294E3340ACA29913E8C958C0003BEC9E2B4E33401082185CEFC958C0B0EDF9E1394E33408482872FF0C958C0F01F8C683B4E33408C67C378F0C958C0A0797B0F3C4E33406419E978F1C958C080F71D053E4E334040DBA042F9C958C0A06659454D4E33404CC98BCAFAC958C010B3E643504E3340D81FD21702CA58C0D0EED28C5E4E33407856922103CA58C0C0739E99604E3340B844BB690ACA58C0803202DC6E4E3340DCFD44400BCA58C020859E02704E3340C4C46D4D1DCA58C0105FF1AB934E33400859AB5838CA58C0E0F0AF93C04E3340ECA9966538CA58C050C458A0C44E33407C10A23938CA58C0A087A370C94E33401CDBFE1E3CCA58C06000BAEFCD4E334098D9DD8641CA58C060419CF9D54E3340F83C624744CA58C0C0FABC84D84E3340083C8CB34CCA58C0C0B0084DE04E3340FC95719D4CCA58C070DB6ECDDA4E33403CB8853A4DCA58C08069A9BEDA4E334074C078F753CA58C08076DA53DD4E3340047337AB55CA58C0A011AA02DE4E33404CE02FC75BCA58C000D0F775E04E3340DCEF77145DCA58C0F0CEADFBE04E3340583DC48464CA58C0601561F7E34E3340D4C409EA65CA58C02076741BE44E334044C4ABE56BCA58C0C0D8E0ECE64E3340F47E07946CCA58C02088D732E74E334030A357426DCA58C0C0DD9F78E74E3340F8CED48F6ECA58C0F0EFA077E74E33405447E06370CA58C0E0E8195AE74E3340CC8A3D5F71CA58C0F0F4FC62E74E3340E0D7B2C176CA58C0A0442F99E74E3340DC97653877CA58C030C2FE81EE4E334034EFD4EB73CA58C0E0E150700C4F3340CCA32D4F6BCA58C0B03275C16C4F334050EFC5B567CA58C0602739C8984F3340C4D8B36760CA58C09068F42EEE4F33409CECF28961CA58C040721C64F54F334054470E8761CA58C05053761F045033409853EEF562CA58C030E074DC085033406879429062CA58C09097D3F709503340B83B9CEA5CCA58C0606AB6B519503340A45E37E459CA58C030961AB037503340D43BDADB50CA58C0B01BEADC2F503340683BEA434FCA58C0F0D0850032503340FC3AFAAB4DCA58C040862124345033408C3703C44BCA58C070331BB3365033405CF108D33FCA58C0302864484E503340F8EBA3D537CA58C090C208F85E503340E02E17E434CA58C000A6B54C65503340A45F9D6B2DCA58C080B3CE357150334070C2334E1ECA58C0D089A4A98D503340F0D9CE081DCA58C04065AB5791503340E054F32D18CA58C01010F9E09C5033407452636C11CA58C0409CF2F5AD5033406C921F630DCA58C0B0893C86B6503340CCAC2DCA09CA58C0C0C9A512BF503340A88F964D08CA58C0A0DD8B40C45033408C087C5004CA58C09085C9CDCB5033400C85920AFAC958C0E0BA2109E250334048F96E5AF8C958C0A0A8C615E5503340E0D2078BEBC958C0B0C7D121FC50334098C58134E5C958C0104A3A3F0751334040B46286DFC958C080BBFB2D11513340C046547AD8C958C0808A94CB1C513340F43D5713D3C958C0D0EB17B325513340809C67F6CCC958C0D01473042D513340DCF24219C9C958C0808E94A4315133403CEA5891C5C958C0F0DE09AB355133405C52B578C4C958C080E10D633D513340B0F4EB2FB9C958C0B03A031E4951334008AA7373B5C958C0E074F7574D5133409856FCB6B1C958C0E08BEF9151513340B8D7FB66AAC958C0404FD22755513340484C4D35A7C958C010CFC9B85651334094DA63EF9EC958C0D03D23C75A513340CCEC73449DC958C0C0C05B675B513340E47FCE6099C958C04080E9205C513340CCB2F59994C958C0C04CD8FA5C5133402458253B93C958C0A037483C5D51334024FC271F8AC958C0E0E226EF5E5133409870AF1389C958C0300EF9205F51334070C26B1A80C958C0A04E6545605133400025DC0D7FC958C0401C0CF65F51334054CFAE3775C958C040FE5D9B5B513340B8BC59106BC958C0A09F7BCB595133400C91138162C958C0A019664458513340,"https://www.google.com/maps/place/Pedregal+de+Sta+%C3%9Arsula,+04600+Ciudad+de+M%C3%A9xico,+CDMX/@19.3107952,-99.1617386,2325m/data=!3m1!1e3!4m6!3m5!1s0x85ce0048fbfe5a35:0x5f651d5cbe31f0d4!8m2!3d19.3115869!4d-99.1539178!16s%2Fg%2F11bvtfrdv4?entry=ttu&g_e",,COYOACÁN,PEDREGAL DE SANTA URSULA I-IV,2026-05-08 00:51:48.793,2026-05-08 00:51:48.793,ACTIVO,,,,,,,
117,3f3a4958-3b6d-48b7-96c0-ec155e2e3901,PLATSOBSE_DGSUS_CIUDAD_ILUMINADA_BOSQUES_TETLAMEYA,BOSQUES DE TETLAMEYA,,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,CIUDAD ILUMINADA: COMUNIDAD SEGURA,COMUNIDAD_SEGURA,DGSUS,OBRA GENERAL,2026,2026-06-10 21:13:45.888,actualizacion_dgsus,,,EN PROCESO,71,LUIS PEREZ,,,,,DGSUS,010C000020E61000000100000001030000000100000044000000BC3B32569BC958C0C616821C944C3340ECA529029CC958C0501A6A14924C3340645B069CA5C958C0FF21FDF6754C33402AC8CF46AEC958C08FA850DD5C4C334080290307B4C958C09DD5027B4C4C334014596B28B5C958C099805F23494C3340552E54FEB5C958C0E751F17F474C3340EA5DBC1FB7C958C08F6E8445454C33407E8D2441B8C958C042058717444C3340B1321AF9BCC958C0F7031E18404C3340DB300A82C7C958C0AFD2DD75364C334018CE35CCD0C958C0F4F928232E4C3340BCB20B06D7C958C039B9DFA1284C334012143FC6DCC958C00057B263234C334050FF59F3E3C958C07A8B87F71C4C33408DB62A89ECC958C06667D13B154C33401F4DF564FEC958C0BC404981054C334070253B3602CA58C017F4DE18024C33407903CC7C07CA58C0E44EE960FD4B33400FB8AE9811CA58C004C93B87324C33407FF78E1A13CA58C0FAD346753A4C3340C0CC77F013CA58C027BC04A73E4C33408787307E1ACA58C0BC900E0F614C3340F209D9791BCA58C055FB743C664C3340E08442041CCA58C05393E00D694C3340679B1BD313CA58C0CC99ED0A7D4C334057CC086F0FCA58C07F4DD6A8874C33406A6B44300ECA58C0BFD4CF9B8A4C33403B1BF2CF0CCA58C08C2FDAE3854C3340774D486B0CCA58C09D668176874C33401288D7F50BCA58C090847D3B894C33409B5775560BCA58C06589CE328B4C3340A7052FFA0ACA58C071033E3F8C4C3340D7A3703D0ACA58C046088F368E4C3340B51B7DCC07CA58C0670E492D944C33400F9BC8CC05CA58C0E15F048D994C33403A9677D503CA58C01405FA449E4C33402672C119FCC958C03BE5D18DB04C334094DE37BEF6C958C0C39D0B23BD4C33401BF5108DEEC958C01211FE45D04C334097C5C4E6E3C958C000AC8E1CE94C334035D07CCEDDC958C034D6FECEF64C3340080264E8D8C958C0F9C08EFF024D334011A96917D3C958C0E63E390A104D334049861C5BCFC958C0A017EE5C184D33403735D07CCEC958C0580394861A4D33407381CB63CDC958C03882548A1D4D3340CDCCCCCCCCC958C06D8FDE701F4D334046CD57C9C7C958C03E3F8C101E4D334031410DDFC2C958C051DEC7D11C4D33400473F4F8BDC958C0E09EE74F1B4D3340761A69A9BCC958C03AEAE8B81A4D3340172CD505BCC958C0161406651A4D3340BE141E34BBC958C01157CEDE194D3340FA60191BBAC958C0A6D425E3184D33406CEEE87FB9C958C0BE30992A184D3340CB10C7BAB8C958C0B3B6291E174D334084640113B8C958C0A73CBA11164D33403DD2E0B6B6C958C008AD872F134D334044C362D4B5C958C0B0C91AF5104D33409D0E643DB5C958C07BBC900E0F4D3340FD304278B4C958C0BE13B35E0C4D334092AE997CB3C958C0BABE0F07094D3340EE7BD45FAFC958C0999B6F44F74C33405BB4006DABC958C00EF62686E44C3340E8BB5B59A2C958C090F8156BB84C3340EA094B3CA0C958C0B3B112F3AC4C3340BC3B32569BC958C0C616821C944C3340,https://maps.app.goo.gl/eqBUaWHEMPV714rA7,,COYOACAN,BOSQUES DE TETLAMEYA,2026-06-04 20:02:30.299,2026-06-04 20:02:30.299,ACTIVO,,,,,,,
1,27c0b68b-76ae-4064-9e06-a8f2dafe77a5,PLATSOBSE-DGSUS-ILUM_CALLES_CH-ILUMINACION_ARTISTICA_DE_LAS_CALLES_DEL_CENTRO_HISTORICO-1,ILUMINACION ARTISTICA DE LAS CALLES DEL CENTRO HISTORICO,14.0,ESPACIO_PUBLICO,OBRAS QUE TRANSFORMAN EL ESPACIO PUBLICO Y CONTRIBUYEN AL DERECHO A LA CIUDAD,ILUMINACION DE CALLES DEL CENTRO HISTORICO,ILUM_CALLES_CH,DGSUS,OBRAS DEL MUNDIAL,2025,2026-05-12 20:16:52.837,admin,2026-05-06,,ENTREGADO,100,LUIS PEREZ,ILUMINACION DE CALLES,3227141.2381616,,,DGSUS,01060000A0E6100000010000000103000080020000001D0000003A7C1BA70BC958C083FFC36C666F33400000000000000000AC4AAD2401C958C03C6B1779616F33400000000000000000B5125083F7C858C089251296607033400000000000000000D2030159EBC858C08FD4FABAAD713340000000000000000087B52714DCC858C00017CF72A77133400000000000000000AB6A29517EC858C01DBFBDDD807133400000000000000000239029517EC858C02691B9DD807133400000000000000000694C7976E0C758C04D415EC0527133400000000000000000D637E447E2C758C0F10D3F910B7133400000000000000000243B0629E5C758C0BCD36625B07033400000000000000000078E6885E6C758C0FFE077B5867033400000000000000000588B7418ECC758C0F576CD90FF6F33400000000000000000F5C5CA1EF8C758C0BD457767CC6E33400000000000000000921AC0EAFDC758C01C673E1B4A6E33400000000000000000F466DB1700C858C0E173F33B076E334000000000000000006798B3290AC858C0AD05AAD8F36C33400000000000000000405B21B931C858C0200E0053096D334000000000000000004F11F8B34EC858C0CCD054471A6D3340000000000000000036F8B29659C858C04416BE041B6D33400000000000000000684A631162C858C0EBB873EA076D33400000000000000000C34309A168C858C033132C68FF6C334000000000000000009A1BC33098C858C01622BB1C0B6D33400000000000000000787ACCF20CC958C04B3C12CA376D33400000000000000000531F37B311C958C0C1902618456D334000000000000000000224885816C958C0B72D4E41466D33400000000000000000071E878C03C958C008F104552B6F33400000000000000000081E878C03C958C011F104552B6F33400000000000000000444C07540EC958C026709DF0306F334000000000000000003A7C1BA70BC958C083FFC36C666F334000000000000000000A000000A19D6BB274C858C05E28BBD1016F33400000000000000000C46053DD79C858C08BD8633BE96E33400000000000000000BF24E48786C858C070194D0BEE6E33400000000000000000C6B95B6A94C858C01CA94EA2F66E334000000000000000009048DF6294C858C0D97BC4E2F76E334000000000000000005E1A19BF97C858C0F927723E936E33400000000000000000EFB1503289C858C07E5EBFE7896E3340000000000000000054424A8654C858C02FA6A31F706E3340000000000000000013DC7CB050C858C07A9F7EACF16E33400000000000000000A19D6BB274C858C05E28BBD1016F33400000000000000000,https://maps.app.goo.gl/1qhHT7jDHDYN2PFy6,REPUBLICA DE GUATEMALA,CUAUHTÉMOC,"CENTRO II,CENTRO III, CENTRO VII",2026-05-08 00:51:48.793,2026-05-08 00:51:48.793,ACTIVO,,,,,,,
