id,clave_unica,nombre_obra,programa,dg,accion,concepto,cantidad,unidad,usuario_actualizacion,fecha_captura,usuario_edicion,fecha_edicion,tipo_alcance
1,PLATSOBSE-DGSUS-YOLOTL-SAN_GREGORIO_ATLAPULCO_(PBLO)-62,SAN GREGORIO ATLAPULCO (PBLO),YOLOTL ANAHUAC,DGSUS,APLICACIÓN,FONDEO EN FACHADAS,130153.0,m²,actualizacion_dgsus,2026-05-25 18:26:28.762,,,SIN CLASIFICAR
2,PLATSOBSE-DGSUS-YOLOTL-SAN_GREGORIO_ATLAPULCO_(PBLO)-62,SAN GREGORIO ATLAPULCO (PBLO),YOLOTL ANAHUAC,DGSUS,APLICACIÓN,NUMERO DE CASAS,1332.0,CASA (S),actualizacion_dgsus,2026-05-25 18:26:28.842,,,SIN CLASIFICAR
3,PLATSOBSE-DGSUS-YOLOTL-SAN_ANDRES_MIXQUIC_(PBLO)-61,SAN ANDRES MIXQUIC (PBLO),YOLOTL ANAHUAC,DGSUS,APLICACIÓN,FONDEO EN FACHADAS,125526.0,m²,actualizacion_dgsus,2026-05-25 18:30:35.474,,,SIN CLASIFICAR
4,PLATSOBSE-DGSUS-YOLOTL-SAN_ANDRES_MIXQUIC_(PBLO)-61,SAN ANDRES MIXQUIC (PBLO),YOLOTL ANAHUAC,DGSUS,APLICACIÓN,NUMERO DE CASAS,1725.0,CASA (S),actualizacion_dgsus,2026-05-25 18:30:35.904,,,SIN CLASIFICAR
5,PLATSOBSE-DGSUS-YOLOTL-SAN_JUAN_TLIHUACA_(PBLO)-58,SAN JUAN TLIHUACA (PBLO),YOLOTL ANAHUAC,DGSUS,APLICACIÓN,FONDEO EN FACHADAS,69350.0,m²,actualizacion_dgsus,2026-05-25 18:31:15.705,,,SIN CLASIFICAR
6,PLATSOBSE-DGSUS-YOLOTL-SAN_JUAN_TLIHUACA_(PBLO)-58,SAN JUAN TLIHUACA (PBLO),YOLOTL ANAHUAC,DGSUS,APLICACIÓN,NUMERO DE CASAS,750.0,CASA (S),actualizacion_dgsus,2026-05-25 18:31:15.844,,,SIN CLASIFICAR
7,PLATSOBSE-DGSUS-YOLOTL-SAN_LORENZO_HUIPULCO_(PBLO)-59,SAN LORENZO HUIPULCO (PBLO),YOLOTL ANAHUAC,DGSUS,APLICACIÓN,NUMERO DE CASAS,360.0,CASA (S),actualizacion_dgsus,2026-05-25 18:31:57.886,,,SIN CLASIFICAR
8,PLATSOBSE-DGSUS-YOLOTL-SAN_LORENZO_HUIPULCO_(PBLO)-59,SAN LORENZO HUIPULCO (PBLO),YOLOTL ANAHUAC,DGSUS,APLICACIÓN,FONDEO EN FACHADAS,24307.5,m²,actualizacion_dgsus,2026-05-25 18:31:58.016,,,SIN CLASIFICAR
9,PLATSOBSE-DGSUS-YOLOTL-SAN_FRANCISCO_CULHUACAN_(PBLO)-56,SAN FRANCISCO CULHUACAN (PBLO),YOLOTL ANAHUAC,DGSUS,APLICACIÓN,NUMERO DE CASAS,819.0,CASA (S),actualizacion_dgsus,2026-05-25 18:32:40.021,,,SIN CLASIFICAR
10,PLATSOBSE-DGSUS-YOLOTL-SAN_FRANCISCO_CULHUACAN_(PBLO)-56,SAN FRANCISCO CULHUACAN (PBLO),YOLOTL ANAHUAC,DGSUS,APLICACIÓN,FONDEO EN FACHADAS,63250.0,m²,actualizacion_dgsus,2026-05-25 18:32:40.290,,,SIN CLASIFICAR
2760,PLATSOBSE_DGCOP_MOD_POLICIA_ANZURES_26,ANZURES,MODULOS DE POLICIAS,DGCOP,INSTALACIÓN,TUBO CONDUIT,25.0,ml,actualizacion_dgcop,2026-06-03 18:10:08.286,,,SIN CLASIFICAR
12,PLATSOBSE-DGSUS-YOLOTL-SANTA_URSULA_COAPA_(PBLO)-57,SANTA URSULA COAPA (PBLO),YOLOTL ANAHUAC,DGSUS,APLICACIÓN,FONDEO EN FACHADAS,55488.72,m²,actualizacion_dgsus,2026-05-25 18:35:14.455,,,SIN CLASIFICAR
13,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PEDREGAL_DE_STO_DOMINGO-29,PEDREGAL DE STO DOMINGO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 170 W,263.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 18:58:12.710,,,SIN CLASIFICAR
14,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PEDREGAL_DE_STO_DOMINGO-29,PEDREGAL DE STO DOMINGO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 250 W,1705.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 18:58:12.809,,,SIN CLASIFICAR
15,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PEDREGAL_DE_STO_DOMINGO-29,PEDREGAL DE STO DOMINGO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,DIAGNÓSTICO,LUMINARIA EXISTENTE,2996.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 18:58:12.927,,,SIN CLASIFICAR
16,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PEDREGAL_DE_STO_DOMINGO-29,PEDREGAL DE STO DOMINGO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA NUEVA 100 W (PARA POSTE DE GENERO),26.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 18:58:13.099,,,SIN CLASIFICAR
17,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PEDREGAL_DE_STO_DOMINGO-29,PEDREGAL DE STO DOMINGO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,POSTE DE GENERO,26.0,POSTE (S),actualizacion_dgsus,2026-05-25 18:58:13.178,,,SIN CLASIFICAR
18,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PEDREGAL_DE_STO_DOMINGO-29,PEDREGAL DE STO DOMINGO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,REFLECTOR NUEVO 250 W (PARA SUPER POSTE),100.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 18:58:13.257,,,SIN CLASIFICAR
19,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PEDREGAL_DE_STO_DOMINGO-29,PEDREGAL DE STO DOMINGO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,SUPER POSTE,25.0,POSTE (S),actualizacion_dgsus,2026-05-25 18:58:13.336,,,SIN CLASIFICAR
20,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_AV_ESCUINAPA_31,AV. ESCUINAPA,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,INSTALACIÓN,CERILLO 75 W,106.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:15:16.823,,,SIN CLASIFICAR
21,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_AV_ESCUINAPA_31,AV. ESCUINAPA,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,CONSTRUCCIÓN,BANQUETA CONCRETO,615.0,m²,actualizacion_dgsus,2026-05-25 19:15:16.934,,,SIN CLASIFICAR
22,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_AV_ESCUINAPA_31,AV. ESCUINAPA,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,CONSTRUCCIÓN,GUARNICION,45.5,ml,actualizacion_dgsus,2026-05-25 19:15:17.026,,,SIN CLASIFICAR
23,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_PAPALOTL_34,PAPALOTL,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,INSTALACIÓN,CERILLO 75 W,143.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:16:23.952,,,SIN CLASIFICAR
24,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_PAPALOTL_34,PAPALOTL,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,CONSTRUCCIÓN,BANQUETA CONCRETO,2900.0,m²,actualizacion_dgsus,2026-05-25 19:16:24.044,,,SIN CLASIFICAR
25,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_PAPALOTL_34,PAPALOTL,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,CONSTRUCCIÓN,GUARNICION,1080.0,ml,actualizacion_dgsus,2026-05-25 19:16:24.159,,,SIN CLASIFICAR
26,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_AHUANUSCO_14,AHUANUSCO,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,INSTALACIÓN,CERILLO 75 W,48.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:18:28.589,,,SIN CLASIFICAR
27,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_AHUANUSCO_14,AHUANUSCO,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,INSTALACIÓN,LUMINARIA 100 W,62.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:18:28.769,,,SIN CLASIFICAR
28,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_AHUANUSCO_14,AHUANUSCO,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,INSTALACIÓN,LUMINARIA 170 W,85.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:18:29.164,,,SIN CLASIFICAR
29,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_AHUANUSCO_14,AHUANUSCO,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,CONSTRUCCIÓN,BANQUETA CONCRETO,158.0,m²,actualizacion_dgsus,2026-05-25 19:18:29.435,,,SIN CLASIFICAR
30,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_AHUANUSCO_14,AHUANUSCO,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,CONSTRUCCIÓN,GUARNICION,45.7,ml,actualizacion_dgsus,2026-05-25 19:18:29.647,,,SIN CLASIFICAR
31,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-CHALMA_DE_GUADALUPE_I_Y_II-31,CHALMA DE GUADALUPE I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 170 W,26.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:30:41.961,,,SIN CLASIFICAR
32,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-CHALMA_DE_GUADALUPE_I_Y_II-31,CHALMA DE GUADALUPE I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 250 W,1035.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:30:42.215,,,SIN CLASIFICAR
33,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-CHALMA_DE_GUADALUPE_I_Y_II-31,CHALMA DE GUADALUPE I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,DIAGNÓSTICO,LUMINARIA EXISTENTE,1274.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:30:42.419,,,SIN CLASIFICAR
34,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-CHALMA_DE_GUADALUPE_I_Y_II-31,CHALMA DE GUADALUPE I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA NUEVA 100 W (PARA POSTE DE GENERO),7.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:30:42.504,,,SIN CLASIFICAR
35,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-CHALMA_DE_GUADALUPE_I_Y_II-31,CHALMA DE GUADALUPE I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,POSTE DE GENERO,7.0,POSTE (S),actualizacion_dgsus,2026-05-25 19:30:42.584,,,SIN CLASIFICAR
107,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,PUNTA DE POSTE,49.0,PIEZA (S),actualizacion_dgsus,2026-05-25 21:05:38.090,,,SIN CLASIFICAR
36,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-CHALMA_DE_GUADALUPE_I_Y_II-31,CHALMA DE GUADALUPE I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,REFLECTOR NUEVO 250 W (PARA SUPER POSTE),16.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:30:42.662,,,SIN CLASIFICAR
37,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-CHALMA_DE_GUADALUPE_I_Y_II-31,CHALMA DE GUADALUPE I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,SUPER POSTE,4.0,POSTE (S),actualizacion_dgsus,2026-05-25 19:30:42.787,,,SIN CLASIFICAR
38,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_ESTADO_DE_MEXICO_98,ESTADO DE MEXICO,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,INSTALACIÓN,LUMINARIA 250 W,18.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:34:41.205,,,SIN CLASIFICAR
39,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_ESTADO_DE_MEXICO_98,ESTADO DE MEXICO,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,INSTALACIÓN,CERILLO 75 W,34.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:34:41.431,,,SIN CLASIFICAR
40,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_ESTADO_DE_MEXICO_98,ESTADO DE MEXICO,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,CONSTRUCCIÓN,BANQUETA CONCRETO,32.8,m²,actualizacion_dgsus,2026-05-25 19:34:41.542,,,SIN CLASIFICAR
41,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_ESTADO_DE_MEXICO_98,ESTADO DE MEXICO,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,CONSTRUCCIÓN,GUARNICION,120.0,ml,actualizacion_dgsus,2026-05-25 19:34:41.681,,,SIN CLASIFICAR
42,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PANTITLAN-27,PANTITLAN,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 100 W,307.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:42:03.282,,,SIN CLASIFICAR
43,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PANTITLAN-27,PANTITLAN,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 170 W,333.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:42:03.373,,,SIN CLASIFICAR
44,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PANTITLAN-27,PANTITLAN,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 250 W,1573.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:42:03.491,,,SIN CLASIFICAR
45,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PANTITLAN-27,PANTITLAN,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,DIAGNÓSTICO,LUMINARIA EXISTENTE,4236.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:42:03.731,,,SIN CLASIFICAR
46,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PANTITLAN-27,PANTITLAN,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA NUEVA 100 W (PARA POSTE DE GENERO),49.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:42:03.923,,,SIN CLASIFICAR
47,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PANTITLAN-27,PANTITLAN,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,POSTE DE GENERO,49.0,POSTE (S),actualizacion_dgsus,2026-05-25 19:42:04.003,,,SIN CLASIFICAR
48,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PANTITLAN-27,PANTITLAN,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,REFLECTOR NUEVO 250 W (PARA SUPER POSTE),188.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:42:04.097,,,SIN CLASIFICAR
49,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PANTITLAN-27,PANTITLAN,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,SUPER POSTE,46.99,POSTE (S),actualizacion_dgsus,2026-05-25 19:42:04.476,,,SIN CLASIFICAR
50,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_AV_GUADALUPE_57,AV. GUADALUPE,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,INSTALACIÓN,CERILLO 75 W,99.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 19:43:06.113,,,SIN CLASIFICAR
51,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-COMUNIDAD_SAN_GREGORIO_ATLAPULCO_(PBLO)-33,SAN GREGORIO ATLAPULCO (PBLO),CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 100 W,39.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:13:33.282,,,SIN CLASIFICAR
52,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-COMUNIDAD_SAN_GREGORIO_ATLAPULCO_(PBLO)-33,SAN GREGORIO ATLAPULCO (PBLO),CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 170 W,234.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:13:33.365,,,SIN CLASIFICAR
53,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-COMUNIDAD_SAN_GREGORIO_ATLAPULCO_(PBLO)-33,SAN GREGORIO ATLAPULCO (PBLO),CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 250 W,575.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:13:33.450,,,SIN CLASIFICAR
54,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-COMUNIDAD_SAN_GREGORIO_ATLAPULCO_(PBLO)-33,SAN GREGORIO ATLAPULCO (PBLO),CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,DIAGNÓSTICO,LUMINARIA EXISTENTE,1082.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:13:33.556,,,SIN CLASIFICAR
55,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-COMUNIDAD_SAN_GREGORIO_ATLAPULCO_(PBLO)-33,SAN GREGORIO ATLAPULCO (PBLO),CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA NUEVA 100 W (PARA POSTE DE GENERO),19.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:13:33.734,,,SIN CLASIFICAR
56,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-COMUNIDAD_SAN_GREGORIO_ATLAPULCO_(PBLO)-33,SAN GREGORIO ATLAPULCO (PBLO),CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,POSTE DE GENERO,19.0,POSTE (S),actualizacion_dgsus,2026-05-25 20:13:33.944,,,SIN CLASIFICAR
57,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-COMUNIDAD_SAN_GREGORIO_ATLAPULCO_(PBLO)-33,SAN GREGORIO ATLAPULCO (PBLO),CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,REFLECTOR NUEVO 250 W (PARA SUPER POSTE),76.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:13:34.022,,,SIN CLASIFICAR
58,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-COMUNIDAD_SAN_GREGORIO_ATLAPULCO_(PBLO)-33,SAN GREGORIO ATLAPULCO (PBLO),CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,SUPER POSTE,19.0,POSTE (S),actualizacion_dgsus,2026-05-25 20:13:34.146,,,SIN CLASIFICAR
59,"PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-SANTA_BARBARA,_SAN_ANDRES,_STA_CATARINA_Y_FERRERIA_U_HAB-28","SANTA BARBARA, SAN ANDRES, STA CATARINA Y FERRERIA U HAB",CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 170 W,131.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:16:29.900,,,SIN CLASIFICAR
60,"PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-SANTA_BARBARA,_SAN_ANDRES,_STA_CATARINA_Y_FERRERIA_U_HAB-28","SANTA BARBARA, SAN ANDRES, STA CATARINA Y FERRERIA U HAB",CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 250 W,748.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:16:30.154,,,SIN CLASIFICAR
61,"PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-SANTA_BARBARA,_SAN_ANDRES,_STA_CATARINA_Y_FERRERIA_U_HAB-28","SANTA BARBARA, SAN ANDRES, STA CATARINA Y FERRERIA U HAB",CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,DIAGNÓSTICO,LUMINARIA EXISTENTE,208.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:16:30.556,,,SIN CLASIFICAR
62,"PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-SANTA_BARBARA,_SAN_ANDRES,_STA_CATARINA_Y_FERRERIA_U_HAB-28","SANTA BARBARA, SAN ANDRES, STA CATARINA Y FERRERIA U HAB",CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA NUEVA 100 W (PARA POSTE DE GENERO),14.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:16:30.820,,,SIN CLASIFICAR
63,"PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-SANTA_BARBARA,_SAN_ANDRES,_STA_CATARINA_Y_FERRERIA_U_HAB-28","SANTA BARBARA, SAN ANDRES, STA CATARINA Y FERRERIA U HAB",CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,POSTE DE GENERO,14.0,POSTE (S),actualizacion_dgsus,2026-05-25 20:16:30.972,,,SIN CLASIFICAR
64,"PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-SANTA_BARBARA,_SAN_ANDRES,_STA_CATARINA_Y_FERRERIA_U_HAB-28","SANTA BARBARA, SAN ANDRES, STA CATARINA Y FERRERIA U HAB",CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,REFLECTOR NUEVO 250 W (PARA SUPER POSTE),56.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:16:31.143,,,SIN CLASIFICAR
65,"PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-SANTA_BARBARA,_SAN_ANDRES,_STA_CATARINA_Y_FERRERIA_U_HAB-28","SANTA BARBARA, SAN ANDRES, STA CATARINA Y FERRERIA U HAB",CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,SUPER POSTE,14.0,POSTE (S),actualizacion_dgsus,2026-05-25 20:16:31.606,,,SIN CLASIFICAR
66,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_PAPALOAPAN_46,PAPALOAPAN,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,INSTALACIÓN,CERILLO 75 W,43.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:22:36.051,,,SIN CLASIFICAR
108,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-CRI_CRI-76,CRI CRI,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,LUMINARIA REFLECTOR 200 W,6.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 21:05:38.171,,,SIN CLASIFICAR
67,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_PAPALOAPAN_46,PAPALOAPAN,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,INSTALACIÓN,LUMINARIA 100 W,14.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:22:36.657,,,SIN CLASIFICAR
68,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_PAPALOAPAN_46,PAPALOAPAN,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,INSTALACIÓN,LUMINARIA 170 W,19.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:22:37.078,,,SIN CLASIFICAR
69,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_PRIVADA_REAL_DE_SAN_MARTIN_43,PRIVADA REAL DE SAN MARTIN,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,INSTALACIÓN,CERILLO 75 W,19.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:28:37.404,,,SIN CLASIFICAR
70,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_PRIVADA_REAL_DE_SAN_MARTIN_43,PRIVADA REAL DE SAN MARTIN,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,INSTALACIÓN,LUMINARIA 100 W,6.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:28:37.748,,,SIN CLASIFICAR
71,PLATSOBSE_DGSUS_CAMINOS_SEGUROS_PRIVADA_REAL_DE_SAN_MARTIN_43,PRIVADA REAL DE SAN MARTIN,"CIUDAD ILUMINADA, CAMINA LIBRE, CAMINA SEGURA",DGSUS,INSTALACIÓN,LUMINARIA 250 W,7.0,LUMINARIA (S),actualizacion_dgsus,2026-05-25 20:28:38.133,,,SIN CLASIFICAR
72,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO ALEGRIA,493.02,m²,actualizacion_dgsus,2026-05-25 20:52:42.734,,,SIN CLASIFICAR
73,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO BURBUJA (PRIMERA INFANCIA),1.0,MODULO (S),actualizacion_dgsus,2026-05-25 20:52:43.070,,,SIN CLASIFICAR
74,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-DEL_ESTUDIANTE-82,DEL ESTUDIANTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO BURBUJA (PRIMERA INFANCIA),654.68,m²,actualizacion_dgsus,2026-05-25 20:52:43.491,,,SIN CLASIFICAR
