id,clave_unica,nombre_obra,programa,dg,accion,concepto,cantidad,unidad,usuario_actualizacion,fecha_captura,usuario_edicion,fecha_edicion,tipo_alcance
1372,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXQUIC_18,MIXQUIC,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),DGCOP,INSTALACIÓN,TANQUE DE ALMACENAMIENTO 5000L,2.0,PIEZA (S),actualizacion_dgcop,2026-05-29 20:03:18.131,,,SIN CLASIFICAR
1373,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXQUIC_18,MIXQUIC,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),DGCOP,INSTALACIÓN,FILTRO DE ZEOLITA INSTAPURA,1.0,PIEZA (S),actualizacion_dgcop,2026-05-29 20:03:18.265,,,SIN CLASIFICAR
1374,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXQUIC_18,MIXQUIC,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),DGCOP,INSTALACIÓN,FILTRO DE CARBON ACTIVADO,1.0,PIEZA (S),actualizacion_dgcop,2026-05-29 20:03:18.525,,,SIN CLASIFICAR
1375,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXQUIC_18,MIXQUIC,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),DGCOP,INSTALACIÓN,VALVULAS SOLENOIDES,3.0,PIEZA (S),actualizacion_dgcop,2026-05-29 20:03:18.706,,,SIN CLASIFICAR
1376,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXQUIC_18,MIXQUIC,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),DGCOP,INSTALACIÓN,PURIFICADOR DE AGUA UV,1.0,PIEZA (S),actualizacion_dgcop,2026-05-29 20:03:18.827,,,SIN CLASIFICAR
1377,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXQUIC_18,MIXQUIC,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),DGCOP,INSTALACIÓN,GABINETE DE CONTROL,1.0,PIEZA (S),actualizacion_dgcop,2026-05-29 20:03:18.954,,,SIN CLASIFICAR
1378,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXQUIC_18,MIXQUIC,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),DGCOP,INSTALACIÓN,GABINETE DE PROTECCION,1.0,PIEZA (S),actualizacion_dgcop,2026-05-29 20:03:19.080,,,SIN CLASIFICAR
1379,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXQUIC_18,MIXQUIC,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),DGCOP,INSTALACIÓN,PLUVIOMETRO,1.0,PIEZA (S),actualizacion_dgcop,2026-05-29 20:03:19.205,,,SIN CLASIFICAR
1380,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXQUIC_18,MIXQUIC,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),DGCOP,INSTALACIÓN,"VALVULA DIVERSORA DE 6""",1.0,PIEZA (S),actualizacion_dgcop,2026-05-29 20:03:19.332,,,SIN CLASIFICAR
1381,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXQUIC_18,MIXQUIC,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),DGCOP,INSTALACIÓN,ESCALERA MARINA,1.0,PIEZA (S),actualizacion_dgcop,2026-05-29 20:03:19.457,,,SIN CLASIFICAR
1382,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXQUIC_18,MIXQUIC,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),DGCOP,INSTALACIÓN,FILTRO DE HOJAS,1.0,PIEZA (S),actualizacion_dgcop,2026-05-29 20:03:19.605,,,SIN CLASIFICAR
1383,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXQUIC_18,MIXQUIC,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),DGCOP,INSTALACIÓN,BOMBA,2.0,PIEZA (S),actualizacion_dgcop,2026-05-29 20:03:19.735,,,SIN CLASIFICAR
1384,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXQUIC_18,MIXQUIC,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),DGCOP,INSTALACIÓN,TUBO PPR,165.0,ml,actualizacion_dgcop,2026-05-29 20:03:19.860,,,SIN CLASIFICAR
1385,PLATSOBSE_DGCOP_CAP_LLUVIA_MERC_MIXQUIC_18,MIXQUIC,MANTENIMIENTO A MERCADOS PUBLICOS (CAPTACION DE AGUA DE LLUVIA EN MERCADOS),DGCOP,INSTALACIÓN,TUBO PVC,209.0,ml,actualizacion_dgcop,2026-05-29 20:03:19.986,,,SIN CLASIFICAR
1309,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-PARQUE_NUEVA_ATZACOALCO-84,PARQUE NUEVA ATZACOALCO,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,PUNTA DE POSTE,25.0,PIEZA (S),actualizacion_dgsus,2026-05-29 19:11:35.124,actualizacion_dgsus,2026-06-09 21:57:46.225,SIN CLASIFICAR
821,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-RAMOS_MILLAN_BRAMADERO_I_Y_II-41,RAMOS MILLAN BRAMADERO I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 100 W,280.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 22:55:29.944,,,SIN CLASIFICAR
822,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-RAMOS_MILLAN_BRAMADERO_I_Y_II-41,RAMOS MILLAN BRAMADERO I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 170 W,212.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 22:55:30.034,,,SIN CLASIFICAR
823,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-RAMOS_MILLAN_BRAMADERO_I_Y_II-41,RAMOS MILLAN BRAMADERO I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 250 W,281.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 22:55:30.219,,,SIN CLASIFICAR
824,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-RAMOS_MILLAN_BRAMADERO_I_Y_II-41,RAMOS MILLAN BRAMADERO I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,DIAGNÓSTICO,LUMINARIA EXISTENTE,1693.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 22:55:30.367,,,SIN CLASIFICAR
825,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-RAMOS_MILLAN_BRAMADERO_I_Y_II-41,RAMOS MILLAN BRAMADERO I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA NUEVA 100 W (PARA POSTE DE GENERO),17.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 22:55:30.486,,,SIN CLASIFICAR
826,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-RAMOS_MILLAN_BRAMADERO_I_Y_II-41,RAMOS MILLAN BRAMADERO I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,POSTE DE GENERO,17.0,POSTE (S),actualizacion_dgsus,2026-05-27 22:55:31.109,,,SIN CLASIFICAR
827,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-RAMOS_MILLAN_BRAMADERO_I_Y_II-41,RAMOS MILLAN BRAMADERO I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,REFLECTOR NUEVO 250 W (PARA SUPER POSTE),68.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 22:55:31.301,,,SIN CLASIFICAR
828,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-RAMOS_MILLAN_BRAMADERO_I_Y_II-41,RAMOS MILLAN BRAMADERO I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,SUPER POSTE,17.0,POSTE (S),actualizacion_dgsus,2026-05-27 22:55:31.413,,,SIN CLASIFICAR
829,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-ROMERO_RUBIO-50,ROMERO RUBIO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 170 W,8.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 22:57:04.994,,,SIN CLASIFICAR
830,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-ROMERO_RUBIO-50,ROMERO RUBIO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 250 W,690.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 22:57:05.231,,,SIN CLASIFICAR
831,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-ROMERO_RUBIO-50,ROMERO RUBIO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,DIAGNÓSTICO,LUMINARIA EXISTENTE,1019.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 22:57:06.432,,,SIN CLASIFICAR
832,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-ROMERO_RUBIO-50,ROMERO RUBIO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA NUEVA 100 W (PARA POSTE DE GENERO),7.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 22:57:06.544,,,SIN CLASIFICAR
833,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-ROMERO_RUBIO-50,ROMERO RUBIO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,POSTE DE GENERO,7.0,POSTE (S),actualizacion_dgsus,2026-05-27 22:57:06.652,,,SIN CLASIFICAR
834,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-ROMERO_RUBIO-50,ROMERO RUBIO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,REFLECTOR NUEVO 250 W (PARA SUPER POSTE),28.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 22:57:06.746,,,SIN CLASIFICAR
835,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-ROMERO_RUBIO-50,ROMERO RUBIO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,SUPER POSTE,7.0,POSTE (S),actualizacion_dgsus,2026-05-27 22:57:06.821,,,SIN CLASIFICAR
836,"PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-DESARROLLO_URBANO_QUETZALCOATL_I,_II_Y_III-18","DESARROLLO URBANO QUETZALCOATL I, II Y III",CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA NUEVA 100 W (PARA POSTE DE GENERO),27.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 22:58:29.108,,,SIN CLASIFICAR
837,"PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-DESARROLLO_URBANO_QUETZALCOATL_I,_II_Y_III-18","DESARROLLO URBANO QUETZALCOATL I, II Y III",CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,POSTE DE GENERO,27.0,POSTE (S),actualizacion_dgsus,2026-05-27 22:58:29.203,,,SIN CLASIFICAR
838,"PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-DESARROLLO_URBANO_QUETZALCOATL_I,_II_Y_III-18","DESARROLLO URBANO QUETZALCOATL I, II Y III",CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,REFLECTOR NUEVO 250 W (PARA SUPER POSTE),56.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 22:58:29.278,,,SIN CLASIFICAR
839,"PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-DESARROLLO_URBANO_QUETZALCOATL_I,_II_Y_III-18","DESARROLLO URBANO QUETZALCOATL I, II Y III",CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,SUPER POSTE,14.0,POSTE (S),actualizacion_dgsus,2026-05-27 22:58:29.355,,,SIN CLASIFICAR
840,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PEDREGAL_DE_SANTA_URSULA-20,PEDREGAL DE SANTA URSULA,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 100 W,386.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:00:34.680,,,SIN CLASIFICAR
841,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PEDREGAL_DE_SANTA_URSULA-20,PEDREGAL DE SANTA URSULA,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 170 W,166.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:00:34.798,,,SIN CLASIFICAR
842,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PEDREGAL_DE_SANTA_URSULA-20,PEDREGAL DE SANTA URSULA,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 250 W,1475.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:00:34.996,,,SIN CLASIFICAR
843,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PEDREGAL_DE_SANTA_URSULA-20,PEDREGAL DE SANTA URSULA,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,DIAGNÓSTICO,LUMINARIA EXISTENTE,161.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:00:35.106,,,SIN CLASIFICAR
844,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PEDREGAL_DE_SANTA_URSULA-20,PEDREGAL DE SANTA URSULA,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA NUEVA 100 W (PARA POSTE DE GENERO),19.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:00:35.241,,,SIN CLASIFICAR
845,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PEDREGAL_DE_SANTA_URSULA-20,PEDREGAL DE SANTA URSULA,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,POSTE DE GENERO,19.0,POSTE (S),actualizacion_dgsus,2026-05-27 23:00:35.362,,,SIN CLASIFICAR
846,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PEDREGAL_DE_SANTA_URSULA-20,PEDREGAL DE SANTA URSULA,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,REFLECTOR NUEVO 250 W (PARA SUPER POSTE),64.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:00:35.457,,,SIN CLASIFICAR
847,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-PEDREGAL_DE_SANTA_URSULA-20,PEDREGAL DE SANTA URSULA,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,SUPER POSTE,16.0,POSTE (S),actualizacion_dgsus,2026-05-27 23:00:35.547,,,SIN CLASIFICAR
848,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-MORELOS_I_Y_II-38,MORELOS I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 170 W,6.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:02:33.451,,,SIN CLASIFICAR
849,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-MORELOS_I_Y_II-38,MORELOS I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 250 W,999.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:02:33.547,,,SIN CLASIFICAR
850,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-MORELOS_I_Y_II-38,MORELOS I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,DIAGNÓSTICO,LUMINARIA EXISTENTE,1439.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:02:33.629,,,SIN CLASIFICAR
851,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-MORELOS_I_Y_II-38,MORELOS I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA NUEVA 100 W (PARA POSTE DE GENERO),11.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:02:33.801,,,SIN CLASIFICAR
890,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-LA_TURBA-66,LA TURBA,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,EJERCITADOR,1.0,PIEZA (S),actualizacion_dgsus,2026-05-27 23:27:27.331,,,SIN CLASIFICAR
853,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-MORELOS_I_Y_II-38,MORELOS I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,REFLECTOR NUEVO 250 W (PARA SUPER POSTE),44.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:02:33.999,,,SIN CLASIFICAR
854,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-MORELOS_I_Y_II-38,MORELOS I Y II,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,SUPER POSTE,11.0,POSTE (S),actualizacion_dgsus,2026-05-27 23:02:34.118,,,SIN CLASIFICAR
855,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-NUEVA_ATZACOALCO-46,NUEVA ATZACOALCO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA 250 W,1041.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:04:07.695,,,SIN CLASIFICAR
856,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-NUEVA_ATZACOALCO-46,NUEVA ATZACOALCO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,DIAGNÓSTICO,LUMINARIA EXISTENTE,1409.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:04:07.791,,,SIN CLASIFICAR
857,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-NUEVA_ATZACOALCO-46,NUEVA ATZACOALCO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,LUMINARIA NUEVA 100 W (PARA POSTE DE GENERO),13.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:04:07.876,,,SIN CLASIFICAR
858,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-NUEVA_ATZACOALCO-46,NUEVA ATZACOALCO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,POSTE DE GENERO,13.0,POSTE (S),actualizacion_dgsus,2026-05-27 23:04:07.955,,,SIN CLASIFICAR
859,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-NUEVA_ATZACOALCO-46,NUEVA ATZACOALCO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,REFLECTOR NUEVO 250 W (PARA SUPER POSTE),52.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:04:08.029,,,SIN CLASIFICAR
860,PLATSOBSE-DGSUS-COMUNIDAD_SEGURA-NUEVA_ATZACOALCO-46,NUEVA ATZACOALCO,CIUDAD ILUMINADA: COMUNIDAD SEGURA,DGSUS,INSTALACIÓN,SUPER POSTE,13.0,POSTE (S),actualizacion_dgsus,2026-05-27 23:04:08.117,,,SIN CLASIFICAR
861,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO BURBUJA (PRIMERA INFANCIA),1.0,MODULO (S),actualizacion_dgsus,2026-05-27 23:24:31.816,,,SIN CLASIFICAR
862,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO BURBUJA (PRIMERA INFANCIA),160.0,m²,actualizacion_dgsus,2026-05-27 23:24:31.901,,,SIN CLASIFICAR
863,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO TULIPAN (NIÑAS Y NIÑOS),1.0,MODULO (S),actualizacion_dgsus,2026-05-27 23:24:32.096,,,SIN CLASIFICAR
864,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO TULIPAN (NIÑAS Y NIÑOS),295.0,m²,actualizacion_dgsus,2026-05-27 23:24:32.171,,,SIN CLASIFICAR
865,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO JAGUAR,1.0,MODULO (S),actualizacion_dgsus,2026-05-27 23:24:32.299,,,SIN CLASIFICAR
866,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO JAGUAR,121.0,m²,actualizacion_dgsus,2026-05-27 23:24:32.378,,,SIN CLASIFICAR
867,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO SAUCE (ADULTOS MAYORES),1.0,MODULO (S),actualizacion_dgsus,2026-05-27 23:24:32.456,,,SIN CLASIFICAR
868,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,MODULO SAUCE (ADULTOS MAYORES),99.0,m²,actualizacion_dgsus,2026-05-27 23:24:32.536,,,SIN CLASIFICAR
869,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,SUPERFICIE DE ECOCRETO,179.0,m²,actualizacion_dgsus,2026-05-27 23:24:32.640,,,SIN CLASIFICAR
870,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,SUPERFICIE DE CONCRETO,267.0,m²,actualizacion_dgsus,2026-05-27 23:24:32.729,,,SIN CLASIFICAR
871,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,GUARNICION,222.0,ml,actualizacion_dgsus,2026-05-27 23:24:33.146,,,SIN CLASIFICAR
872,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,TARTAN,333.0,m²,actualizacion_dgsus,2026-05-27 23:24:33.243,,,SIN CLASIFICAR
873,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,CONSTRUCCIÓN,TROTAPISTA,1.0,TROTAPISTA (S),actualizacion_dgsus,2026-05-27 23:24:33.323,,,SIN CLASIFICAR
2782,PLATSOBSE_DGCOP_MOD_POLICIA_AV_TETIZ_20,AV. TETIZ,MODULOS DE POLICIAS,DGCOP,COLOCACIÓN,VENTANAS,2.0,PIEZA,actualizacion_dgcop,2026-06-03 18:13:01.679,,,SIN CLASIFICAR
875,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,JUEGO INFANTIL,8.0,PIEZA (S),actualizacion_dgsus,2026-05-27 23:24:33.561,,,SIN CLASIFICAR
876,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,BANCA PICNIC,10.0,PIEZA (S),actualizacion_dgsus,2026-05-27 23:24:33.654,,,SIN CLASIFICAR
877,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,BANCA MACETA,7.0,PIEZA (S),actualizacion_dgsus,2026-05-27 23:24:34.309,,,SIN CLASIFICAR
878,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,BOLARDO,10.0,PIEZA (S),actualizacion_dgsus,2026-05-27 23:24:34.493,,,SIN CLASIFICAR
879,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,POSTE,23.0,POSTE (S),actualizacion_dgsus,2026-05-27 23:24:35.257,,,SIN CLASIFICAR
880,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,PUNTA DE POSTE,23.0,PIEZA (S),actualizacion_dgsus,2026-05-27 23:24:35.492,,,SIN CLASIFICAR
881,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,REFLECTOR NUEVO 250 W (PARA SUPER POSTE),12.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:24:35.758,,,SIN CLASIFICAR
882,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,INSTALACIÓN,LUMINARIA 100 W,23.0,LUMINARIA (S),actualizacion_dgsus,2026-05-27 23:24:36.095,,,SIN CLASIFICAR
883,PLATSOBSE-DGSUS-PARQUES_ALEGRIA-EJERCITO_DE_ORIENTE-79,EJERCITO DE ORIENTE,PARQUES ALEGRIA,DGSUS,REHABILITACIÓN,CANCHA BASQUETBOL,1.0,CANCHA (S),actualizacion_dgsus,2026-05-27 23:24:36.769,,,SIN CLASIFICAR
